campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,budget_cat,revenue_cat,roi_cat
Future-proofed next generation software,2023-05-30 00:00:00+00:00,2023-12-19 00:00:00+00:00,290998.0,-0.6934398861847848,podcast,B2B,organic,0.89,89208.38,203.0,Muy Alto,Medio,Pérdida
Cross-group foreground array,2023-04-12 00:00:00+00:00,2024-01-19 00:00:00+00:00,9249415.0,-0.9164743381067884,podcast,B2C,organic,0.23,772563.51,282.0,Muy Alto,Muy Alto,Pérdida
Advanced multi-state portal,2023-02-25 00:00:00+00:00,2024-03-12 00:00:00+00:00,7241224.0,-0.969395560750503,webinar,B2C,organic,0.12,221613.6,381.0,Muy Alto,Muy Alto,Pérdida
Visionary tangible Graphic Interface,2022-09-11 00:00:00+00:00,2023-11-12 00:00:00+00:00,844829.0,-0.6821502457893847,webinar,B2B,promotion,0.7,268528.69,427.0,Muy Alto,Muy Alto,Pérdida
Business-focused tertiary focus group,2023-07-29 00:00:00+00:00,2023-12-21 00:00:00+00:00,4634976.0,-0.9136196174478574,email,B2C,referral,0.98,400371.0,145.0,Muy Alto,Muy Alto,Pérdida
Down-sized high-level productivity,2023-04-29 00:00:00+00:00,2024-05-15 00:00:00+00:00,557474.0,0.5319645041741857,webinar,B2B,paid,0.2,854030.38,382.0,Muy Alto,Muy Alto,Bajo
Fundamental didactic algorithm,2023-07-25 00:00:00+00:00,2023-09-04 00:00:00+00:00,7188541.0,-0.9844354438543231,email,B2B,promotion,0.4,111886.45,41.0,Muy Alto,Alto,Pérdida
Pre-emptive exuding monitoring,2023-06-27 00:00:00+00:00,2024-01-22 00:00:00+00:00,3747384.0,-0.8181778435303134,email,B2B,paid,0.4,681357.44,209.0,Muy Alto,Muy Alto,Pérdida
Organized client-driven array,2023-01-01 00:00:00+00:00,2024-05-31 00:00:00+00:00,727445.0,-0.3373482531325392,podcast,B2B,organic,0.74,482042.7,516.0,Muy Alto,Muy Alto,Pérdida
Fully-configurable global leverage,2022-11-16 00:00:00+00:00,2024-02-21 00:00:00+00:00,3563625.0,-0.9244670833771791,podcast,B2C,paid,0.23,269170.99,462.0,Muy Alto,Muy Alto,Pérdida
Right-sized stable open architecture,2023-04-23 00:00:00+00:00,2023-10-30 00:00:00+00:00,8440619.0,-0.9128176037800072,email,B2C,paid,0.2,735873.39,190.0,Muy Alto,Muy Alto,Pérdida
Synchronized zero administration structure,2023-04-15 00:00:00+00:00,2023-09-17 00:00:00+00:00,8897721.0,-0.9554585719197085,podcast,B2B,promotion,0.13,396317.2,155.0,Muy Alto,Muy Alto,Pérdida
Visionary user-facing pricing structure,2022-11-27 00:00:00+00:00,2024-06-05 00:00:00+00:00,4140895.0,-0.961789927056832,email,B2C,promotion,0.18,158223.9,556.0,Muy Alto,Alto,Pérdida
Team-oriented bifurcated capability,2023-06-26 00:00:00+00:00,2024-01-09 00:00:00+00:00,961189.0,-0.3940554146999185,email,B2C,organic,0.3,582427.27,197.0,Muy Alto,Muy Alto,Pérdida
Persevering tangible hardware,2023-06-08 00:00:00+00:00,2023-08-02 00:00:00+00:00,6747535.0,-0.9920628866689836,email,B2B,promotion,0.22,53555.95,55.0,Muy Alto,Medio,Pérdida
Triple-buffered cohesive encryption,2022-11-07 00:00:00+00:00,2024-07-13 00:00:00+00:00,8125451.0,-0.9156189828724584,social media,B2B,paid,0.94,685633.82,614.0,Muy Alto,Muy Alto,Pérdida
Automated encompassing archive,2023-03-05 00:00:00+00:00,2024-06-17 00:00:00+00:00,8380453.0,-0.892302442362006,podcast,B2C,paid,0.36,902554.32,470.0,Muy Alto,Muy Alto,Pérdida
Devolved intermediate middleware,2022-09-18 00:00:00+00:00,2023-08-14 00:00:00+00:00,4130773.0,-0.8233709211326791,podcast,B2C,referral,0.53,729614.63,330.0,Muy Alto,Muy Alto,Pérdida
Triple-buffered high-level customer loyalty,2023-01-01 00:00:00+00:00,2023-09-20 00:00:00+00:00,7880316.0,-0.9286545399956043,email,B2B,organic,0.75,562224.77,262.0,Muy Alto,Muy Alto,Pérdida
Intuitive exuding concept,2022-09-14 00:00:00+00:00,2023-08-24 00:00:00+00:00,645512.0,-0.565510850301776,email,B2C,promotion,0.12,280467.96,344.0,Muy Alto,Muy Alto,Pérdida
Extended optimizing infrastructure,2023-06-29 00:00:00+00:00,2024-05-17 00:00:00+00:00,1412624.0,-0.624321206492315,webinar,B2B,referral,0.82,530692.88,323.0,Muy Alto,Muy Alto,Pérdida
Stand-alone tertiary methodology,2023-02-21 00:00:00+00:00,2024-06-09 00:00:00+00:00,356143.0,0.8325524297824188,social media,B2C,organic,0.19,652650.72,474.0,Muy Alto,Muy Alto,Bajo
Extended context-sensitive Graphical User Interface,2023-04-08 00:00:00+00:00,2023-09-05 00:00:00+00:00,426168.0,0.20334973531565023,email,B2B,organic,0.48,512829.15,150.0,Muy Alto,Muy Alto,Bajo
Integrated user-facing encoding,2022-09-21 00:00:00+00:00,2024-04-09 00:00:00+00:00,5920721.0,-0.8455639895884302,social media,B2B,paid,0.48,914372.53,566.0,Muy Alto,Muy Alto,Pérdida
Cross-group reciprocal hub,2023-05-24 00:00:00+00:00,2023-12-27 00:00:00+00:00,7691116.0,-0.9265184363361572,webinar,B2B,organic,0.51,565155.23,217.0,Muy Alto,Muy Alto,Pérdida
Down-sized uniform productivity,2023-01-26 00:00:00+00:00,2024-05-21 00:00:00+00:00,1039539.0,-0.07309597812107096,social media,B2C,organic,0.95,963552.88,481.0,Muy Alto,Muy Alto,Pérdida
Versatile asymmetric protocol,2022-11-23 00:00:00+00:00,2023-11-23 00:00:00+00:00,7887315.0,-0.9635496769179372,webinar,B2C,promotion,0.6,287495.18,365.0,Muy Alto,Muy Alto,Pérdida
Polarized empowering neural-net,2023-04-27 00:00:00+00:00,2024-01-22 00:00:00+00:00,1845817.0,-0.718269958506179,email,B2B,promotion,0.88,520022.1,270.0,Muy Alto,Muy Alto,Pérdida
Versatile bandwidth-monitored time-frame,2023-06-24 00:00:00+00:00,2023-11-02 00:00:00+00:00,373608.0,1.6214707393845955,email,B2B,organic,0.82,979402.44,131.0,Muy Alto,Muy Alto,Medio
Seamless explicit policy,2023-04-03 00:00:00+00:00,2024-06-19 00:00:00+00:00,945029.0,-0.12845974038891933,podcast,B2C,referral,0.2,823630.82,443.0,Muy Alto,Muy Alto,Pérdida
Sharable neutral implementation,2022-11-10 00:00:00+00:00,2024-07-01 00:00:00+00:00,9002162.0,-0.9494970797015205,social media,B2B,referral,0.43,454635.47,599.0,Muy Alto,Muy Alto,Pérdida
Progressive composite access,2023-07-30 00:00:00+00:00,2023-12-14 00:00:00+00:00,577728.0,-0.2703285629223441,email,B2C,promotion,0.27,421551.62,137.0,Muy Alto,Muy Alto,Pérdida
Assimilated intangible pricing structure,2023-01-08 00:00:00+00:00,2024-07-06 00:00:00+00:00,627343.0,0.44345227411479854,webinar,B2B,promotion,0.59,905539.68,545.0,Muy Alto,Muy Alto,Bajo
Public-key optimizing protocol,2022-08-03 00:00:00+00:00,2023-12-29 00:00:00+00:00,6117236.0,-0.9546060933401948,podcast,B2C,referral,0.13,277685.24,513.0,Muy Alto,Muy Alto,Pérdida
Compatible bottom-line core,2023-01-10 00:00:00+00:00,2023-08-11 00:00:00+00:00,2721952.0,-0.6813508834836176,podcast,B2B,organic,0.6,867347.6,213.0,Muy Alto,Muy Alto,Pérdida
Face-to-face mobile knowledge user,2022-09-20 00:00:00+00:00,2024-04-16 00:00:00+00:00,6635149.0,-0.9621425713273357,social media,B2C,referral,0.5,251189.68,574.0,Muy Alto,Muy Alto,Pérdida
Seamless reciprocal complexity,2023-01-03 00:00:00+00:00,2023-12-15 00:00:00+00:00,207864.0,0.22026488473232506,podcast,B2C,paid,0.53,253649.14,346.0,Muy Alto,Muy Alto,Bajo
Mandatory exuding model,2023-02-26 00:00:00+00:00,2023-10-26 00:00:00+00:00,3217754.0,-0.855594616617678,webinar,B2B,organic,0.5,464661.0,242.0,Muy Alto,Muy Alto,Pérdida
Digitized intangible Graphical User Interface,2022-09-08 00:00:00+00:00,2023-10-27 00:00:00+00:00,9048419.0,-0.8914154096975394,podcast,B2C,promotion,0.54,982518.87,414.0,Muy Alto,Muy Alto,Pérdida
Profound demand-driven secured line,2023-03-19 00:00:00+00:00,2024-01-29 00:00:00+00:00,7100737.0,-0.8905240751769852,email,B2C,paid,0.92,777359.75,316.0,Muy Alto,Muy Alto,Pérdida
Right-sized needs-based solution,2022-08-09 00:00:00+00:00,2024-04-06 00:00:00+00:00,6520995.0,-0.981620442892534,email,B2B,organic,0.48,119853.0,606.0,Muy Alto,Alto,Pérdida
Seamless dynamic framework,2023-04-29 00:00:00+00:00,2024-02-13 00:00:00+00:00,5455448.0,-0.9591727003905087,podcast,B2B,promotion,0.89,222731.21,290.0,Muy Alto,Muy Alto,Pérdida
Re-contextualized upward-trending architecture,2023-01-07 00:00:00+00:00,2023-08-20 00:00:00+00:00,1853072.0,-0.8296160645673779,social media,B2C,promotion,0.79,315733.7,225.0,Muy Alto,Muy Alto,Pérdida
Cloned logistical analyzer,2022-08-15 00:00:00+00:00,2023-08-31 00:00:00+00:00,5650818.0,-0.8514161312574569,webinar,B2B,paid,0.71,839620.4,381.0,Muy Alto,Muy Alto,Pérdida
Centralized value-added superstructure,2022-08-08 00:00:00+00:00,2024-05-20 00:00:00+00:00,2369297.0,-0.7092381706472427,webinar,B2B,organic,0.77,688901.13,651.0,Muy Alto,Muy Alto,Pérdida
Proactive bifurcated architecture,2022-11-25 00:00:00+00:00,2024-04-21 00:00:00+00:00,7443167.0,-0.9971813973809804,email,B2B,promotion,0.52,20979.33,513.0,Muy Alto,Bajo,Pérdida
Triple-buffered client-server portal,2023-03-17 00:00:00+00:00,2023-12-05 00:00:00+00:00,679337.0,-0.4159979362231116,email,B2C,paid,0.72,396734.21,263.0,Muy Alto,Muy Alto,Pérdida
Organic demand-driven support,2023-03-30 00:00:00+00:00,2024-02-12 00:00:00+00:00,696444.0,-0.3875342310365227,podcast,B2B,referral,0.2,426548.11,319.0,Muy Alto,Muy Alto,Pérdida
Realigned methodical artificial intelligence,2023-05-23 00:00:00+00:00,2024-06-16 00:00:00+00:00,6605448.0,-0.8689332502503995,email,B2B,paid,0.31,865754.6,390.0,Muy Alto,Muy Alto,Pérdida
Object-based demand-driven installation,2022-10-26 00:00:00+00:00,2023-12-25 00:00:00+00:00,684081.0,-0.7761631882774116,webinar,B2B,referral,0.11,153122.51,425.0,Muy Alto,Alto,Pérdida
Ameliorated actuating policy,2022-08-26 00:00:00+00:00,2024-04-23 00:00:00+00:00,4431441.0,-0.8958385861393618,podcast,B2B,organic,0.53,461585.16,606.0,Muy Alto,Muy Alto,Pérdida
Public-key disintermediate neural-net,2022-11-13 00:00:00+00:00,2024-07-24 00:00:00+00:00,314273.0,-0.44911697791410654,social media,B2C,promotion,0.39,173127.66,619.0,Muy Alto,Alto,Pérdida
Upgradable contextually-based Graphic Interface,2022-08-25 00:00:00+00:00,2024-01-08 00:00:00+00:00,8041844.0,-0.940785106003051,webinar,B2B,promotion,0.91,476196.94,501.0,Muy Alto,Muy Alto,Pérdida
Integrated client-server software,2022-09-23 00:00:00+00:00,2023-12-13 00:00:00+00:00,2063351.0,-0.8061150041849399,webinar,B2C,organic,0.51,400052.8,446.0,Muy Alto,Muy Alto,Pérdida
Innovative intangible emulation,2022-11-18 00:00:00+00:00,2024-05-19 00:00:00+00:00,279269.0,0.802275440525085,webinar,B2C,referral,0.43,503319.66,548.0,Muy Alto,Muy Alto,Bajo
Fundamental incremental service-desk,2023-01-02 00:00:00+00:00,2023-10-30 00:00:00+00:00,805359.0,-0.02974741699043529,email,B2B,organic,0.46,781401.65,301.0,Muy Alto,Muy Alto,Pérdida
Proactive motivating open architecture,2023-03-17 00:00:00+00:00,2023-11-10 00:00:00+00:00,621679.0,-0.32461585480609767,email,B2C,paid,0.85,419872.14,238.0,Muy Alto,Muy Alto,Pérdida
Business-focused attitude-oriented middleware,2023-05-29 00:00:00+00:00,2023-12-16 00:00:00+00:00,6374176.0,-0.9778204367121334,social media,B2C,promotion,0.1,141376.44,201.0,Muy Alto,Alto,Pérdida
Balanced empowering info-mediaries,2022-09-21 00:00:00+00:00,2024-06-18 00:00:00+00:00,4920214.0,-0.8853261789019745,email,B2B,promotion,0.9,564219.74,636.0,Muy Alto,Muy Alto,Pérdida
User-friendly dynamic monitoring,2023-04-09 00:00:00+00:00,2023-11-18 00:00:00+00:00,4456753.0,-0.9524872726848447,podcast,B2B,referral,0.7,211752.49,223.0,Muy Alto,Muy Alto,Pérdida
Multi-channeled zero administration standardization,2023-04-16 00:00:00+00:00,2023-09-09 00:00:00+00:00,8982692.0,-0.9205548192011928,webinar,B2B,promotion,0.52,713631.59,146.0,Muy Alto,Muy Alto,Pérdida
Optimized methodical installation,2023-04-12 00:00:00+00:00,2024-03-30 00:00:00+00:00,8644745.0,-0.9114172667904028,webinar,B2C,referral,0.65,765775.14,353.0,Muy Alto,Muy Alto,Pérdida
Proactive regional conglomeration,2022-08-03 00:00:00+00:00,2024-03-29 00:00:00+00:00,114214.0,1.3210756124468106,social media,B2B,referral,0.4,265099.33,604.0,Alto,Muy Alto,Medio
Multi-lateral user-facing solution,2023-07-13 00:00:00+00:00,2024-06-13 00:00:00+00:00,6833464.0,-0.9751868452076429,social media,B2C,promotion,0.97,169559.8,336.0,Muy Alto,Alto,Pérdida
Integrated analyzing focus group,2023-04-13 00:00:00+00:00,2024-06-27 00:00:00+00:00,218786.0,1.124557375700456,podcast,B2B,paid,0.8,464823.41,441.0,Muy Alto,Muy Alto,Medio
Centralized contextually-based middleware,2023-03-03 00:00:00+00:00,2024-05-28 00:00:00+00:00,1294994.0,-0.6178314803002949,social media,B2B,referral,0.77,494905.94,452.0,Muy Alto,Muy Alto,Pérdida
Switchable modular solution,2022-09-21 00:00:00+00:00,2024-07-13 00:00:00+00:00,956917.0,-0.402990039888517,webinar,B2B,promotion,0.55,571288.98,661.0,Muy Alto,Muy Alto,Pérdida
Reverse-engineered next generation emulation,2023-02-04 00:00:00+00:00,2024-07-16 00:00:00+00:00,885187.0,-0.7991909732067913,email,B2B,promotion,0.58,177753.54,528.0,Muy Alto,Alto,Pérdida
Quality-focused mission-critical analyzer,2023-03-01 00:00:00+00:00,2023-12-08 00:00:00+00:00,2528277.0,-0.8354243265275125,podcast,B2B,promotion,0.61,416092.89,282.0,Muy Alto,Muy Alto,Pérdida
Innovative local workforce,2022-09-19 00:00:00+00:00,2023-10-07 00:00:00+00:00,171517.0,2.0297075508550173,webinar,B2B,referral,0.8,519646.35,383.0,Alto,Muy Alto,Medio
Expanded scalable process improvement,2022-10-09 00:00:00+00:00,2024-07-03 00:00:00+00:00,538213.0,-0.06200151241237209,webinar,B2C,organic,0.64,504842.98,633.0,Muy Alto,Muy Alto,Pérdida
Devolved responsive software,2023-06-20 00:00:00+00:00,2024-04-08 00:00:00+00:00,572420.0,-0.4696193703923693,podcast,B2B,referral,0.39,303600.48,293.0,Muy Alto,Muy Alto,Pérdida
Object-based bandwidth-monitored moderator,2023-03-04 00:00:00+00:00,2023-08-21 00:00:00+00:00,6054016.0,-0.9398856610223693,social media,B2B,paid,0.77,363933.17,170.0,Muy Alto,Muy Alto,Pérdida
Realigned responsive Graphical User Interface,2023-04-01 00:00:00+00:00,2024-02-26 00:00:00+00:00,5894277.0,-0.9963348855169175,webinar,B2B,promotion,0.36,21603.2,331.0,Muy Alto,Bajo,Pérdida
User-friendly directional ability,2023-02-19 00:00:00+00:00,2024-05-04 00:00:00+00:00,2907182.0,-0.9207842818234291,podcast,B2B,referral,0.76,230294.51,440.0,Muy Alto,Muy Alto,Pérdida
Open-source intermediate benchmark,2022-11-04 00:00:00+00:00,2023-10-18 00:00:00+00:00,567622.0,-0.693943081839675,podcast,B2C,organic,0.2,173724.64,348.0,Muy Alto,Alto,Pérdida
Function-based zero-defect policy,2023-03-14 00:00:00+00:00,2024-04-29 00:00:00+00:00,7307143.0,-0.9321779770835196,email,B2B,organic,0.71,495585.22,412.0,Muy Alto,Muy Alto,Pérdida
Face-to-face grid-enabled workforce,2022-11-27 00:00:00+00:00,2023-08-31 00:00:00+00:00,8235371.0,-0.9440428852567784,podcast,B2C,paid,0.12,460827.6,277.0,Muy Alto,Muy Alto,Pérdida
Cross-platform secondary functionalities,2023-04-15 00:00:00+00:00,2024-06-29 00:00:00+00:00,9871239.0,-0.9234260805558451,email,B2C,organic,0.42,755879.46,441.0,Muy Alto,Muy Alto,Pérdida
Implemented multi-tasking emulation,2022-11-13 00:00:00+00:00,2024-07-30 00:00:00+00:00,1093443.0,-0.18390697091663674,webinar,B2C,promotion,0.66,892351.21,625.0,Muy Alto,Muy Alto,Pérdida
Self-enabling incremental success,2023-07-14 00:00:00+00:00,2024-05-09 00:00:00+00:00,1704914.0,-0.6646101269624156,podcast,B2B,referral,0.49,571810.89,300.0,Muy Alto,Muy Alto,Pérdida
Cloned contextually-based contingency,2023-03-30 00:00:00+00:00,2024-06-19 00:00:00+00:00,8523823.0,-0.9301058445253966,social media,B2C,paid,0.92,595765.41,447.0,Muy Alto,Muy Alto,Pérdida
Self-enabling intermediate time-frame,2022-11-13 00:00:00+00:00,2023-11-27 00:00:00+00:00,5570915.0,-0.8776340224182203,social media,B2B,promotion,0.73,681690.46,379.0,Muy Alto,Muy Alto,Pérdida
Organic 3rdgeneration conglomeration,2023-03-31 00:00:00+00:00,2023-10-26 00:00:00+00:00,3980432.0,-0.8687347880833035,webinar,B2C,referral,0.52,522492.25,209.0,Muy Alto,Muy Alto,Pérdida
Managed bandwidth-monitored time-frame,2023-02-21 00:00:00+00:00,2023-10-17 00:00:00+00:00,921969.0,-0.567645690907178,email,B2B,promotion,0.87,398617.27,238.0,Muy Alto,Muy Alto,Pérdida
Extended executive budgetary management,2023-06-25 00:00:00+00:00,2023-09-13 00:00:00+00:00,7382198.0,-0.9765573735627248,email,B2C,promotion,0.35,173058.11,80.0,Muy Alto,Alto,Pérdida
Fully-configurable human-resource encryption,2022-11-05 00:00:00+00:00,2023-08-13 00:00:00+00:00,5714448.0,-0.9096697826281733,webinar,B2C,referral,0.9,516187.33,281.0,Muy Alto,Muy Alto,Pérdida
Organic directional utilization,2022-08-11 00:00:00+00:00,2024-01-31 00:00:00+00:00,2430083.0,-0.6853645204711114,podcast,B2B,referral,0.64,764590.33,538.0,Muy Alto,Muy Alto,Pérdida
Enhanced empowering conglomeration,2022-11-26 00:00:00+00:00,2023-08-08 00:00:00+00:00,9469782.0,-0.9632621067728909,podcast,B2C,paid,0.78,347899.84,255.0,Muy Alto,Muy Alto,Pérdida
Open-architected asymmetric extranet,2023-06-14 00:00:00+00:00,2024-04-07 00:00:00+00:00,9745614.0,-0.9737066479341374,social media,B2B,organic,0.63,256244.86,298.0,Muy Alto,Muy Alto,Pérdida
Multi-lateral 6thgeneration benchmark,2022-09-02 00:00:00+00:00,2024-04-22 00:00:00+00:00,876656.0,-0.9882994013615375,podcast,B2B,promotion,0.56,10257.4,598.0,Muy Alto,Bajo,Pérdida
Fully-configurable asymmetric moderator,2023-03-16 00:00:00+00:00,2023-12-29 00:00:00+00:00,866522.0,-0.698453657264328,social media,B2C,promotion,0.56,261296.54,288.0,Muy Alto,Muy Alto,Pérdida
Balanced mission-critical budgetary management,2022-11-27 00:00:00+00:00,2023-08-22 00:00:00+00:00,6909464.0,-0.8973436781782205,email,B2B,referral,0.49,709300.16,268.0,Muy Alto,Muy Alto,Pérdida
Robust contextually-based knowledgebase,2022-08-21 00:00:00+00:00,2024-07-09 00:00:00+00:00,9775867.0,-0.936120293985178,podcast,B2C,referral,0.82,624479.51,688.0,Muy Alto,Muy Alto,Pérdida
Extended solution-oriented capacity,2022-12-04 00:00:00+00:00,2024-04-16 00:00:00+00:00,838342.0,0.06915099088438853,webinar,B2B,organic,0.31,896314.18,499.0,Muy Alto,Muy Alto,Bajo
Persistent upward-trending Graphical User Interface,2023-06-01 00:00:00+00:00,2024-07-03 00:00:00+00:00,1485838.0,-0.7860166384222238,email,B2B,promotion,0.57,317944.61,398.0,Muy Alto,Muy Alto,Pérdida
Multi-tiered disintermediate parallelism,2023-05-11 00:00:00+00:00,2024-05-15 00:00:00+00:00,571985.0,0.6054671014100019,email,B2C,referral,0.38,918303.1,370.0,Muy Alto,Muy Alto,Bajo
Intuitive well-modulated support,2022-08-14 00:00:00+00:00,2024-07-30 00:00:00+00:00,9435767.0,-0.8952749140583909,email,B2C,organic,0.14,988161.51,716.0,Muy Alto,Muy Alto,Pérdida
Function-based zero-defect capability,2023-04-06 00:00:00+00:00,2024-03-11 00:00:00+00:00,1914215.0,-0.6877962245620268,podcast,B2C,referral,0.18,597625.15,340.0,Muy Alto,Muy Alto,Pérdida
Integrated national architecture,2023-07-14 00:00:00+00:00,2024-07-31 00:00:00+00:00,320397.0,0.04256057328876371,social media,B2B,referral,0.97,334033.28,383.0,Muy Alto,Muy Alto,Bajo
Horizontal tangible focus group,2023-07-18 00:00:00+00:00,2024-05-07 00:00:00+00:00,8283456.0,-0.9284429795969219,email,B2C,paid,0.18,592739.43,294.0,Muy Alto,Muy Alto,Pérdida
Reduced needs-based approach,2023-03-10 00:00:00+00:00,2024-06-22 00:00:00+00:00,8648951.0,-0.9057033760510379,webinar,B2C,paid,0.76,815566.88,470.0,Muy Alto,Muy Alto,Pérdida
Robust human-resource instruction set,2022-09-20 00:00:00+00:00,2023-12-25 00:00:00+00:00,673759.0,-0.23753681954526767,webinar,B2B,referral,0.77,513716.43,461.0,Muy Alto,Muy Alto,Pérdida
Grass-roots asynchronous knowledgebase,2023-05-10 00:00:00+00:00,2023-12-09 00:00:00+00:00,1735598.0,-0.9944134874550443,social media,B2B,referral,0.48,9695.94,213.0,Muy Alto,Muy Bajo,Pérdida
Synergized 24/7 interface,2022-11-09 00:00:00+00:00,2023-08-02 00:00:00+00:00,2267522.0,-0.8223078276638551,webinar,B2B,referral,0.78,402920.91,266.0,Muy Alto,Muy Alto,Pérdida
Re-contextualized uniform interface,2022-12-28 00:00:00+00:00,2023-10-02 00:00:00+00:00,6872753.0,-0.9612310132489849,webinar,B2B,referral,0.12,266449.67,278.0,Muy Alto,Muy Alto,Pérdida
Automated executive moderator,2022-09-03 00:00:00+00:00,2024-01-06 00:00:00+00:00,6586461.0,-0.8482769548016758,social media,B2B,promotion,0.19,999317.92,490.0,Muy Alto,Muy Alto,Pérdida
Front-line national Graphic Interface,2022-12-08 00:00:00+00:00,2024-04-29 00:00:00+00:00,2082367.0,-0.6886213477259292,email,B2C,paid,0.38,648404.63,508.0,Muy Alto,Muy Alto,Pérdida
Function-based 3rdgeneration Graphical User Interface,2023-03-23 00:00:00+00:00,2023-11-07 00:00:00+00:00,2208895.0,-0.6861916025886247,podcast,B2C,organic,0.71,693169.8,229.0,Muy Alto,Muy Alto,Pérdida
Customizable bi-directional functionalities,2023-01-11 00:00:00+00:00,2023-08-15 00:00:00+00:00,398047.0,1.2972591176418864,email,B2C,promotion,0.96,914417.1,216.0,Muy Alto,Muy Alto,Medio
Innovative uniform adapter,2023-03-10 00:00:00+00:00,2024-03-28 00:00:00+00:00,5426694.0,-0.8942506653222017,email,B2C,organic,0.64,573869.28,384.0,Muy Alto,Muy Alto,Pérdida
Switchable neutral algorithm,2023-05-01 00:00:00+00:00,2023-12-12 00:00:00+00:00,5980535.0,-0.8370480567373989,podcast,B2C,paid,0.64,974539.8,225.0,Muy Alto,Muy Alto,Pérdida
Operative 5thgeneration superstructure,2023-07-02 00:00:00+00:00,2023-10-21 00:00:00+00:00,5976718.0,-0.8590666817474072,podcast,B2C,organic,0.59,842318.7,111.0,Muy Alto,Muy Alto,Pérdida
Triple-buffered didactic monitoring,2022-12-28 00:00:00+00:00,2023-11-22 00:00:00+00:00,350829.0,-0.44820519398339365,podcast,B2B,promotion,0.5,193585.62,329.0,Muy Alto,Alto,Pérdida
Realigned scalable moderator,2023-04-07 00:00:00+00:00,2023-10-03 00:00:00+00:00,557806.0,0.7866036758299481,email,B2B,referral,0.19,996578.25,179.0,Muy Alto,Muy Alto,Bajo
Multi-lateral responsive info-mediaries,2023-05-13 00:00:00+00:00,2023-09-24 00:00:00+00:00,3434465.0,-0.9334796220080857,webinar,B2C,referral,0.91,228461.91,134.0,Muy Alto,Muy Alto,Pérdida
Grass-roots directional help-desk,2023-03-22 00:00:00+00:00,2023-08-19 00:00:00+00:00,6280597.0,-0.9492293710295374,social media,B2C,referral,0.62,318869.86,150.0,Muy Alto,Muy Alto,Pérdida
Reduced didactic leverage,2022-08-06 00:00:00+00:00,2023-11-03 00:00:00+00:00,1289548.0,-0.5198452636117462,social media,B2B,referral,0.9,619182.58,454.0,Muy Alto,Muy Alto,Pérdida
Total methodical array,2022-12-31 00:00:00+00:00,2024-06-26 00:00:00+00:00,2058689.0,-0.8230590244568267,podcast,B2B,referral,0.82,364266.44,543.0,Muy Alto,Muy Alto,Pérdida
Balanced optimizing challenge,2023-05-28 00:00:00+00:00,2024-04-14 00:00:00+00:00,4508357.0,-0.8349734925605935,webinar,B2C,organic,0.69,743998.41,322.0,Muy Alto,Muy Alto,Pérdida
Persevering disintermediate parallelism,2022-09-15 00:00:00+00:00,2023-11-30 00:00:00+00:00,1939355.0,-0.7352261808694128,email,B2C,promotion,0.71,513490.43,441.0,Muy Alto,Muy Alto,Pérdida
Horizontal system-worthy neural-net,2023-06-09 00:00:00+00:00,2023-09-20 00:00:00+00:00,778482.0,-0.031472211303536946,webinar,B2C,paid,0.74,753981.45,103.0,Muy Alto,Muy Alto,Pérdida
Grass-roots multi-tasking throughput,2023-05-21 00:00:00+00:00,2024-07-11 00:00:00+00:00,1308755.0,-0.7758321687405205,podcast,B2C,organic,0.21,293380.77,417.0,Muy Alto,Muy Alto,Pérdida
Intuitive didactic interface,2022-09-06 00:00:00+00:00,2024-07-17 00:00:00+00:00,4135029.0,-0.7694867508788935,email,B2C,paid,0.18,953178.97,680.0,Muy Alto,Muy Alto,Pérdida
Enterprise-wide non-volatile hardware,2023-03-06 00:00:00+00:00,2023-09-09 00:00:00+00:00,8206539.0,-0.9935485592647522,webinar,B2C,referral,0.24,52944.0,187.0,Muy Alto,Medio,Pérdida
Reduced actuating toolset,2023-06-23 00:00:00+00:00,2024-02-20 00:00:00+00:00,1422539.0,-0.8484108133414971,webinar,B2C,paid,0.51,215641.53,242.0,Muy Alto,Muy Alto,Pérdida
Front-line value-added alliance,2023-01-16 00:00:00+00:00,2023-12-05 00:00:00+00:00,2816581.0,-0.9044274458998339,social media,B2B,promotion,0.3,269187.84,323.0,Muy Alto,Muy Alto,Pérdida
Organic regional open architecture,2022-09-04 00:00:00+00:00,2024-02-25 00:00:00+00:00,2100657.0,-0.6887336771305358,social media,B2B,paid,0.59,653863.78,539.0,Muy Alto,Muy Alto,Pérdida
Function-based dedicated database,2023-07-20 00:00:00+00:00,2023-08-11 00:00:00+00:00,4951398.0,-0.9263570329026267,webinar,B2B,referral,0.39,364635.64,22.0,Muy Alto,Muy Alto,Pérdida
Monitored even-keeled encryption,2022-09-30 00:00:00+00:00,2024-02-14 00:00:00+00:00,8374594.0,-0.9503562990635726,email,B2B,promotion,0.21,415745.84,502.0,Muy Alto,Muy Alto,Pérdida
Stand-alone zero-defect contingency,2023-01-06 00:00:00+00:00,2024-03-15 00:00:00+00:00,108945.0,-0.31487310110606276,podcast,B2C,paid,0.96,74641.15,434.0,Alto,Medio,Pérdida
Exclusive bi-directional architecture,2023-04-03 00:00:00+00:00,2024-02-23 00:00:00+00:00,523663.0,0.6270771469437405,podcast,B2B,paid,0.21,852040.1,326.0,Muy Alto,Muy Alto,Bajo
