campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,beneficio_neto,budget_cat,revenue_cat,roi_cat
Robust dedicated solution,2022-09-20 00:00:00+00:00,2024-04-05 00:00:00+00:00,2117955.0,0.71,social media,B2C,paid,0.76,265776.88,563.0,-1852178.12,Muy Alto,Muy Alto,Bajo
Right-sized tangible moratorium,2022-09-14 00:00:00+00:00,2024-05-06 00:00:00+00:00,7146345.0,0.18,podcast,B2B,organic,0.53,149895.53,600.0,-6996449.47,Muy Alto,Alto,Bajo
Integrated real-time archive,2023-06-20 00:00:00+00:00,2024-05-09 00:00:00+00:00,639866.0,0.14,social media,B2C,paid,0.94,551193.1,324.0,-88672.90000000002,Muy Alto,Muy Alto,Bajo
Organized uniform infrastructure,2023-03-20 00:00:00+00:00,2024-07-22 00:00:00+00:00,2385994.0,0.2,social media,B2C,organic,0.48,375316.11,490.0,-2010677.8900000001,Muy Alto,Muy Alto,Bajo
Future-proofed next generation software,2023-05-30 00:00:00+00:00,2023-12-19 00:00:00+00:00,290998.0,0.9,podcast,B2B,organic,0.89,89208.38,203.0,-201789.62,Muy Alto,Medio,Bajo
Cross-group foreground array,2023-04-12 00:00:00+00:00,2024-01-19 00:00:00+00:00,9249415.0,0.82,podcast,B2C,organic,0.23,772563.51,282.0,-8476851.49,Muy Alto,Muy Alto,Bajo
Advanced multi-state portal,2023-02-25 00:00:00+00:00,2024-03-12 00:00:00+00:00,7241224.0,0.74,webinar,B2C,organic,0.12,221613.6,381.0,-7019610.4,Muy Alto,Muy Alto,Bajo
Visionary tangible Graphic Interface,2022-09-11 00:00:00+00:00,2023-11-12 00:00:00+00:00,844829.0,0.21,webinar,B2B,promotion,0.7,268528.69,427.0,-576300.31,Muy Alto,Muy Alto,Bajo
Business-focused tertiary focus group,2023-07-29 00:00:00+00:00,2023-12-21 00:00:00+00:00,4634976.0,0.27,email,B2C,Referral,0.98,400371.0,145.0,-4234605.0,Muy Alto,Muy Alto,Bajo
Down-sized high-level productivity,2023-04-29 00:00:00+00:00,2024-05-15 00:00:00+00:00,557474.0,0.26,webinar,B2B,paid,0.2,854030.38,382.0,296556.38,Muy Alto,Muy Alto,Bajo
Fundamental didactic algorithm,2023-07-25 00:00:00+00:00,2023-09-04 00:00:00+00:00,7188541.0,0.49,email,B2B,promotion,0.4,111886.45,41.0,-7076654.55,Muy Alto,Alto,Bajo
Pre-emptive exuding monitoring,2023-06-27 00:00:00+00:00,2024-01-22 00:00:00+00:00,3747384.0,0.87,email,B2B,paid,0.4,681357.44,209.0,-3066026.56,Muy Alto,Muy Alto,Bajo
Organized client-driven array,2023-01-01 00:00:00+00:00,2024-05-31 00:00:00+00:00,727445.0,0.36,podcast,B2B,organic,0.74,482042.7,516.0,-245402.3,Muy Alto,Muy Alto,Bajo
Fully-configurable global leverage,2022-11-16 00:00:00+00:00,2024-02-21 00:00:00+00:00,3563625.0,0.5,podcast,B2C,paid,0.23,269170.99,462.0,-3294454.01,Muy Alto,Muy Alto,Bajo
Right-sized stable open architecture,2023-04-23 00:00:00+00:00,2023-10-30 00:00:00+00:00,8440619.0,0.44,email,B2C,paid,0.2,735873.39,190.0,-7704745.61,Muy Alto,Muy Alto,Bajo
Synchronized zero administration structure,2023-04-15 00:00:00+00:00,2023-09-17 00:00:00+00:00,8897721.0,0.99,podcast,B2B,promotion,0.13,396317.2,155.0,-8501403.8,Muy Alto,Muy Alto,Bajo
Visionary user-facing pricing structure,2022-11-27 00:00:00+00:00,2024-06-05 00:00:00+00:00,4140895.0,0.63,email,B2C,promotion,0.18,158223.9,556.0,-3982671.1,Muy Alto,Alto,Bajo
Team-oriented bifurcated capability,2023-06-26 00:00:00+00:00,2024-01-09 00:00:00+00:00,961189.0,0.11,email,B2C,organic,0.3,582427.27,197.0,-378761.73,Muy Alto,Muy Alto,Bajo
Persevering tangible hardware,2023-06-08 00:00:00+00:00,2023-08-02 00:00:00+00:00,6747535.0,0.5,email,B2B,promotion,0.22,53555.95,55.0,-6693979.05,Muy Alto,Medio,Bajo
Triple-buffered cohesive encryption,2022-11-07 00:00:00+00:00,2024-07-13 00:00:00+00:00,8125451.0,0.89,social media,B2B,paid,0.94,685633.82,614.0,-7439817.18,Muy Alto,Muy Alto,Bajo
Automated encompassing archive,2023-03-05 00:00:00+00:00,2024-06-17 00:00:00+00:00,8380453.0,0.23,podcast,B2C,paid,0.36,902554.32,470.0,-7477898.68,Muy Alto,Muy Alto,Bajo
Devolved intermediate middleware,2022-09-18 00:00:00+00:00,2023-08-14 00:00:00+00:00,4130773.0,0.76,podcast,B2C,Referral,0.53,729614.63,330.0,-3401158.37,Muy Alto,Muy Alto,Bajo
Triple-buffered high-level customer loyalty,2023-01-01 00:00:00+00:00,2023-09-20 00:00:00+00:00,7880316.0,0.99,email,B2B,organic,0.75,562224.77,262.0,-7318091.23,Muy Alto,Muy Alto,Bajo
Intuitive exuding concept,2022-09-14 00:00:00+00:00,2023-08-24 00:00:00+00:00,645512.0,0.33,email,B2C,promotion,0.12,280467.96,344.0,-365044.04,Muy Alto,Muy Alto,Bajo
Extended optimizing infrastructure,2023-06-29 00:00:00+00:00,2024-05-17 00:00:00+00:00,1412624.0,0.63,webinar,B2B,Referral,0.82,530692.88,323.0,-881931.12,Muy Alto,Muy Alto,Bajo
Stand-alone tertiary methodology,2023-02-21 00:00:00+00:00,2024-06-09 00:00:00+00:00,356143.0,0.79,social media,B2C,organic,0.19,652650.72,474.0,296507.72,Muy Alto,Muy Alto,Bajo
Extended context-sensitive Graphical User Interface,2023-04-08 00:00:00+00:00,2023-09-05 00:00:00+00:00,426168.0,0.53,email,B2B,organic,0.48,512829.15,150.0,86661.15000000002,Muy Alto,Muy Alto,Bajo
Integrated user-facing encoding,2022-09-21 00:00:00+00:00,2024-04-09 00:00:00+00:00,5920721.0,0.79,social media,B2B,paid,0.48,914372.53,566.0,-5006348.47,Muy Alto,Muy Alto,Bajo
Cross-group reciprocal hub,2023-05-24 00:00:00+00:00,2023-12-27 00:00:00+00:00,7691116.0,0.69,webinar,B2B,organic,0.51,565155.23,217.0,-7125960.77,Muy Alto,Muy Alto,Bajo
Down-sized uniform productivity,2023-01-26 00:00:00+00:00,2024-05-21 00:00:00+00:00,1039539.0,0.48,social media,B2C,organic,0.95,963552.88,481.0,-75986.12,Muy Alto,Muy Alto,Bajo
Versatile asymmetric protocol,2022-11-23 00:00:00+00:00,2023-11-23 00:00:00+00:00,7887315.0,0.92,webinar,B2C,promotion,0.6,287495.18,365.0,-7599819.82,Muy Alto,Muy Alto,Bajo
Polarized empowering neural-net,2023-04-27 00:00:00+00:00,2024-01-22 00:00:00+00:00,1845817.0,0.37,email,B2B,promotion,0.88,520022.1,270.0,-1325794.9,Muy Alto,Muy Alto,Bajo
Versatile bandwidth-monitored time-frame,2023-06-24 00:00:00+00:00,2023-11-02 00:00:00+00:00,373608.0,0.96,email,B2B,organic,0.82,979402.44,131.0,605794.44,Muy Alto,Muy Alto,Bajo
Seamless explicit policy,2023-04-03 00:00:00+00:00,2024-06-19 00:00:00+00:00,945029.0,0.78,podcast,B2C,Referral,0.2,823630.82,443.0,-121398.18000000005,Muy Alto,Muy Alto,Bajo
Sharable neutral implementation,2022-11-10 00:00:00+00:00,2024-07-01 00:00:00+00:00,9002162.0,0.82,social media,B2B,Referral,0.43,454635.47,599.0,-8547526.53,Muy Alto,Muy Alto,Bajo
Progressive composite access,2023-07-30 00:00:00+00:00,2023-12-14 00:00:00+00:00,577728.0,0.23,email,B2C,promotion,0.27,421551.62,137.0,-156176.38,Muy Alto,Muy Alto,Bajo
Assimilated intangible pricing structure,2023-01-08 00:00:00+00:00,2024-07-06 00:00:00+00:00,627343.0,0.53,webinar,B2B,promotion,0.59,905539.68,545.0,278196.68000000005,Muy Alto,Muy Alto,Bajo
Public-key optimizing protocol,2022-08-03 00:00:00+00:00,2023-12-29 00:00:00+00:00,6117236.0,0.6,podcast,B2C,Referral,0.13,277685.24,513.0,-5839550.76,Muy Alto,Muy Alto,Bajo
Compatible bottom-line core,2023-01-10 00:00:00+00:00,2023-08-11 00:00:00+00:00,2721952.0,0.53,podcast,B2B,organic,0.6,867347.6,213.0,-1854604.4,Muy Alto,Muy Alto,Bajo
Face-to-face mobile knowledge user,2022-09-20 00:00:00+00:00,2024-04-16 00:00:00+00:00,6635149.0,0.78,social media,B2C,Referral,0.5,251189.68,574.0,-6383959.32,Muy Alto,Muy Alto,Bajo
Seamless reciprocal complexity,2023-01-03 00:00:00+00:00,2023-12-15 00:00:00+00:00,207864.0,0.4,podcast,B2C,paid,0.53,253649.14,346.0,45785.140000000014,Muy Alto,Muy Alto,Bajo
Mandatory exuding model,2023-02-26 00:00:00+00:00,2023-10-26 00:00:00+00:00,3217754.0,0.18,webinar,B2B,organic,0.5,464661.0,242.0,-2753093.0,Muy Alto,Muy Alto,Bajo
Digitized intangible Graphical User Interface,2022-09-08 00:00:00+00:00,2023-10-27 00:00:00+00:00,9048419.0,0.23,podcast,B2C,promotion,0.54,982518.87,414.0,-8065900.13,Muy Alto,Muy Alto,Bajo
Profound demand-driven secured line,2023-03-19 00:00:00+00:00,2024-01-29 00:00:00+00:00,7100737.0,0.1,email,B2C,paid,0.92,777359.75,316.0,-6323377.25,Muy Alto,Muy Alto,Bajo
Right-sized needs-based solution,2022-08-09 00:00:00+00:00,2024-04-06 00:00:00+00:00,6520995.0,0.37,email,B2B,organic,0.48,119853.0,606.0,-6401142.0,Muy Alto,Alto,Bajo
Seamless dynamic framework,2023-04-29 00:00:00+00:00,2024-02-13 00:00:00+00:00,5455448.0,0.21,podcast,B2B,promotion,0.89,222731.21,290.0,-5232716.79,Muy Alto,Muy Alto,Bajo
Re-contextualized upward-trending architecture,2023-01-07 00:00:00+00:00,2023-08-20 00:00:00+00:00,1853072.0,0.85,social media,B2C,promotion,0.79,315733.7,225.0,-1537338.3,Muy Alto,Muy Alto,Bajo
Cloned logistical analyzer,2022-08-15 00:00:00+00:00,2023-08-31 00:00:00+00:00,5650818.0,0.44,webinar,B2B,paid,0.71,839620.4,381.0,-4811197.6,Muy Alto,Muy Alto,Bajo
Centralized value-added superstructure,2022-08-08 00:00:00+00:00,2024-05-20 00:00:00+00:00,2369297.0,0.35,webinar,B2B,organic,0.77,688901.13,651.0,-1680395.87,Muy Alto,Muy Alto,Bajo
Proactive bifurcated architecture,2022-11-25 00:00:00+00:00,2024-04-21 00:00:00+00:00,7443167.0,0.85,email,B2B,promotion,0.52,20979.33,513.0,-7422187.67,Muy Alto,Bajo,Bajo
Triple-buffered client-server portal,2023-03-17 00:00:00+00:00,2023-12-05 00:00:00+00:00,679337.0,0.78,email,B2C,paid,0.72,396734.21,263.0,-282602.79,Muy Alto,Muy Alto,Bajo
Organic demand-driven support,2023-03-30 00:00:00+00:00,2024-02-12 00:00:00+00:00,696444.0,0.56,podcast,B2B,Referral,0.2,426548.11,319.0,-269895.89,Muy Alto,Muy Alto,Bajo
Realigned methodical artificial intelligence,2023-05-23 00:00:00+00:00,2024-06-16 00:00:00+00:00,6605448.0,0.3,email,B2B,paid,0.31,865754.6,390.0,-5739693.4,Muy Alto,Muy Alto,Bajo
Object-based demand-driven installation,2022-10-26 00:00:00+00:00,2023-12-25 00:00:00+00:00,684081.0,0.58,webinar,B2B,Referral,0.11,153122.51,425.0,-530958.49,Muy Alto,Alto,Bajo
Ameliorated actuating policy,2022-08-26 00:00:00+00:00,2024-04-23 00:00:00+00:00,4431441.0,0.7,podcast,B2B,organic,0.53,461585.16,606.0,-3969855.84,Muy Alto,Muy Alto,Bajo
Public-key disintermediate neural-net,2022-11-13 00:00:00+00:00,2024-07-24 00:00:00+00:00,314273.0,0.36,social media,B2C,promotion,0.39,173127.66,619.0,-141145.34,Muy Alto,Alto,Bajo
Upgradable contextually-based Graphic Interface,2022-08-25 00:00:00+00:00,2024-01-08 00:00:00+00:00,8041844.0,0.24,webinar,B2B,promotion,0.91,476196.94,501.0,-7565647.06,Muy Alto,Muy Alto,Bajo
Integrated client-server software,2022-09-23 00:00:00+00:00,2023-12-13 00:00:00+00:00,2063351.0,0.57,webinar,B2C,organic,0.51,400052.8,446.0,-1663298.2,Muy Alto,Muy Alto,Bajo
Innovative intangible emulation,2022-11-18 00:00:00+00:00,2024-05-19 00:00:00+00:00,279269.0,0.2,webinar,B2C,Referral,0.43,503319.66,548.0,224050.65999999997,Muy Alto,Muy Alto,Bajo
Fundamental incremental service-desk,2023-01-02 00:00:00+00:00,2023-10-30 00:00:00+00:00,805359.0,0.49,email,B2B,organic,0.46,781401.65,301.0,-23957.349999999977,Muy Alto,Muy Alto,Bajo
Proactive motivating open architecture,2023-03-17 00:00:00+00:00,2023-11-10 00:00:00+00:00,621679.0,0.8,email,B2C,paid,0.85,419872.14,238.0,-201806.86,Muy Alto,Muy Alto,Bajo
Business-focused attitude-oriented middleware,2023-05-29 00:00:00+00:00,2023-12-16 00:00:00+00:00,6374176.0,0.61,social media,B2C,promotion,0.1,141376.44,201.0,-6232799.56,Muy Alto,Alto,Bajo
Balanced empowering info-mediaries,2022-09-21 00:00:00+00:00,2024-06-18 00:00:00+00:00,4920214.0,0.64,email,B2B,promotion,0.9,564219.74,636.0,-4355994.26,Muy Alto,Muy Alto,Bajo
User-friendly dynamic monitoring,2023-04-09 00:00:00+00:00,2023-11-18 00:00:00+00:00,4456753.0,0.38,podcast,B2B,Referral,0.7,211752.49,223.0,-4245000.51,Muy Alto,Muy Alto,Bajo
Multi-channeled zero administration standardization,2023-04-16 00:00:00+00:00,2023-09-09 00:00:00+00:00,8982692.0,0.11,webinar,B2B,promotion,0.52,713631.59,146.0,-8269060.41,Muy Alto,Muy Alto,Bajo
Optimized methodical installation,2023-04-12 00:00:00+00:00,2024-03-30 00:00:00+00:00,8644745.0,0.32,webinar,B2C,Referral,0.65,765775.14,353.0,-7878969.86,Muy Alto,Muy Alto,Bajo
Proactive regional conglomeration,2022-08-03 00:00:00+00:00,2024-03-29 00:00:00+00:00,114214.0,0.37,social media,B2B,Referral,0.4,265099.33,604.0,150885.33000000002,Alto,Muy Alto,Bajo
Multi-lateral user-facing solution,2023-07-13 00:00:00+00:00,2024-06-13 00:00:00+00:00,6833464.0,0.69,social media,B2C,promotion,0.97,169559.8,336.0,-6663904.2,Muy Alto,Alto,Bajo
Integrated analyzing focus group,2023-04-13 00:00:00+00:00,2024-06-27 00:00:00+00:00,218786.0,0.77,podcast,B2B,paid,0.8,464823.41,441.0,246037.40999999997,Muy Alto,Muy Alto,Bajo
Centralized contextually-based middleware,2023-03-03 00:00:00+00:00,2024-05-28 00:00:00+00:00,1294994.0,0.97,social media,B2B,Referral,0.77,494905.94,452.0,-800088.06,Muy Alto,Muy Alto,Bajo
Switchable modular solution,2022-09-21 00:00:00+00:00,2024-07-13 00:00:00+00:00,956917.0,0.78,webinar,B2B,promotion,0.55,571288.98,661.0,-385628.02,Muy Alto,Muy Alto,Bajo
Reverse-engineered next generation emulation,2023-02-04 00:00:00+00:00,2024-07-16 00:00:00+00:00,885187.0,0.38,email,B2B,promotion,0.58,177753.54,528.0,-707433.46,Muy Alto,Alto,Bajo
Quality-focused mission-critical analyzer,2023-03-01 00:00:00+00:00,2023-12-08 00:00:00+00:00,2528277.0,0.72,podcast,B2B,promotion,0.61,416092.89,282.0,-2112184.11,Muy Alto,Muy Alto,Bajo
Innovative local workforce,2022-09-19 00:00:00+00:00,2023-10-07 00:00:00+00:00,171517.0,0.6,webinar,B2B,Referral,0.8,519646.35,383.0,348129.35,Alto,Muy Alto,Bajo
Expanded scalable process improvement,2022-10-09 00:00:00+00:00,2024-07-03 00:00:00+00:00,538213.0,0.58,webinar,B2C,organic,0.64,504842.98,633.0,-33370.02000000002,Muy Alto,Muy Alto,Bajo
Devolved responsive software,2023-06-20 00:00:00+00:00,2024-04-08 00:00:00+00:00,572420.0,0.45,podcast,B2B,Referral,0.39,303600.48,293.0,-268819.52,Muy Alto,Muy Alto,Bajo
Object-based bandwidth-monitored moderator,2023-03-04 00:00:00+00:00,2023-08-21 00:00:00+00:00,6054016.0,0.37,social media,B2B,paid,0.77,363933.17,170.0,-5690082.83,Muy Alto,Muy Alto,Bajo
Realigned responsive Graphical User Interface,2023-04-01 00:00:00+00:00,2024-02-26 00:00:00+00:00,5894277.0,0.62,webinar,B2B,promotion,0.36,21603.2,331.0,-5872673.8,Muy Alto,Bajo,Bajo
User-friendly directional ability,2023-02-19 00:00:00+00:00,2024-05-04 00:00:00+00:00,2907182.0,0.63,podcast,B2B,Referral,0.76,230294.51,440.0,-2676887.49,Muy Alto,Muy Alto,Bajo
Open-source intermediate benchmark,2022-11-04 00:00:00+00:00,2023-10-18 00:00:00+00:00,567622.0,0.6,podcast,B2C,organic,0.2,173724.64,348.0,-393897.36,Muy Alto,Alto,Bajo
Function-based zero-defect policy,2023-03-14 00:00:00+00:00,2024-04-29 00:00:00+00:00,7307143.0,0.6,email,B2B,organic,0.71,495585.22,412.0,-6811557.78,Muy Alto,Muy Alto,Bajo
Face-to-face grid-enabled workforce,2022-11-27 00:00:00+00:00,2023-08-31 00:00:00+00:00,8235371.0,0.18,podcast,B2C,paid,0.12,460827.6,277.0,-7774543.4,Muy Alto,Muy Alto,Bajo
Cross-platform secondary functionalities,2023-04-15 00:00:00+00:00,2024-06-29 00:00:00+00:00,9871239.0,0.22,email,B2C,organic,0.42,755879.46,441.0,-9115359.54,Muy Alto,Muy Alto,Bajo
Implemented multi-tasking emulation,2022-11-13 00:00:00+00:00,2024-07-30 00:00:00+00:00,1093443.0,0.26,webinar,B2C,promotion,0.66,892351.21,625.0,-201091.79000000004,Muy Alto,Muy Alto,Bajo
Self-enabling incremental success,2023-07-14 00:00:00+00:00,2024-05-09 00:00:00+00:00,1704914.0,0.4,podcast,B2B,Referral,0.49,571810.89,300.0,-1133103.1099999999,Muy Alto,Muy Alto,Bajo
Cloned contextually-based contingency,2023-03-30 00:00:00+00:00,2024-06-19 00:00:00+00:00,8523823.0,0.59,social media,B2C,paid,0.92,595765.41,447.0,-7928057.59,Muy Alto,Muy Alto,Bajo
Self-enabling intermediate time-frame,2022-11-13 00:00:00+00:00,2023-11-27 00:00:00+00:00,5570915.0,0.56,social media,B2B,promotion,0.73,681690.46,379.0,-4889224.54,Muy Alto,Muy Alto,Bajo
Organic 3rdgeneration conglomeration,2023-03-31 00:00:00+00:00,2023-10-26 00:00:00+00:00,3980432.0,0.13,webinar,B2C,Referral,0.52,522492.25,209.0,-3457939.75,Muy Alto,Muy Alto,Bajo
Managed bandwidth-monitored time-frame,2023-02-21 00:00:00+00:00,2023-10-17 00:00:00+00:00,921969.0,0.4,email,B2B,promotion,0.87,398617.27,238.0,-523351.73,Muy Alto,Muy Alto,Bajo
Extended executive budgetary management,2023-06-25 00:00:00+00:00,2023-09-13 00:00:00+00:00,7382198.0,0.81,email,B2C,promotion,0.35,173058.11,80.0,-7209139.89,Muy Alto,Alto,Bajo
Fully-configurable human-resource encryption,2022-11-05 00:00:00+00:00,2023-08-13 00:00:00+00:00,5714448.0,0.75,webinar,B2C,Referral,0.9,516187.33,281.0,-5198260.67,Muy Alto,Muy Alto,Bajo
Organic directional utilization,2022-08-11 00:00:00+00:00,2024-01-31 00:00:00+00:00,2430083.0,0.57,podcast,B2B,Referral,0.64,764590.33,538.0,-1665492.67,Muy Alto,Muy Alto,Bajo
Enhanced empowering conglomeration,2022-11-26 00:00:00+00:00,2023-08-08 00:00:00+00:00,9469782.0,0.22,podcast,B2C,paid,0.78,347899.84,255.0,-9121882.16,Muy Alto,Muy Alto,Bajo
Open-architected asymmetric extranet,2023-06-14 00:00:00+00:00,2024-04-07 00:00:00+00:00,9745614.0,0.3,social media,B2B,organic,0.63,256244.86,298.0,-9489369.14,Muy Alto,Muy Alto,Bajo
Multi-lateral 6thgeneration benchmark,2022-09-02 00:00:00+00:00,2024-04-22 00:00:00+00:00,876656.0,0.51,podcast,B2B,promotion,0.56,10257.4,598.0,-866398.6,Muy Alto,Bajo,Bajo
Fully-configurable asymmetric moderator,2023-03-16 00:00:00+00:00,2023-12-29 00:00:00+00:00,866522.0,0.66,social media,B2C,promotion,0.56,261296.54,288.0,-605225.46,Muy Alto,Muy Alto,Bajo
Balanced mission-critical budgetary management,2022-11-27 00:00:00+00:00,2023-08-22 00:00:00+00:00,6909464.0,0.8,email,B2B,Referral,0.49,709300.16,268.0,-6200163.84,Muy Alto,Muy Alto,Bajo
Robust contextually-based knowledgebase,2022-08-21 00:00:00+00:00,2024-07-09 00:00:00+00:00,9775867.0,0.33,podcast,B2C,Referral,0.82,624479.51,688.0,-9151387.49,Muy Alto,Muy Alto,Bajo
Extended solution-oriented capacity,2022-12-04 00:00:00+00:00,2024-04-16 00:00:00+00:00,838342.0,0.33,webinar,B2B,organic,0.31,896314.18,499.0,57972.18000000005,Muy Alto,Muy Alto,Bajo
Persistent upward-trending Graphical User Interface,2023-06-01 00:00:00+00:00,2024-07-03 00:00:00+00:00,1485838.0,0.12,email,B2B,promotion,0.57,317944.61,398.0,-1167893.3900000001,Muy Alto,Muy Alto,Bajo
Multi-tiered disintermediate parallelism,2023-05-11 00:00:00+00:00,2024-05-15 00:00:00+00:00,571985.0,0.9,email,B2C,Referral,0.38,918303.1,370.0,346318.1,Muy Alto,Muy Alto,Bajo
Intuitive well-modulated support,2022-08-14 00:00:00+00:00,2024-07-30 00:00:00+00:00,9435767.0,0.8,email,B2C,organic,0.14,988161.51,716.0,-8447605.49,Muy Alto,Muy Alto,Bajo
Function-based zero-defect capability,2023-04-06 00:00:00+00:00,2024-03-11 00:00:00+00:00,1914215.0,0.51,podcast,B2C,Referral,0.18,597625.15,340.0,-1316589.85,Muy Alto,Muy Alto,Bajo
Integrated national architecture,2023-07-14 00:00:00+00:00,2024-07-31 00:00:00+00:00,320397.0,0.86,social media,B2B,Referral,0.97,334033.28,383.0,13636.280000000028,Muy Alto,Muy Alto,Bajo
Horizontal tangible focus group,2023-07-18 00:00:00+00:00,2024-05-07 00:00:00+00:00,8283456.0,0.4,email,B2C,paid,0.18,592739.43,294.0,-7690716.57,Muy Alto,Muy Alto,Bajo
Reduced needs-based approach,2023-03-10 00:00:00+00:00,2024-06-22 00:00:00+00:00,8648951.0,0.77,webinar,B2C,paid,0.76,815566.88,470.0,-7833384.12,Muy Alto,Muy Alto,Bajo
Robust human-resource instruction set,2022-09-20 00:00:00+00:00,2023-12-25 00:00:00+00:00,673759.0,0.25,webinar,B2B,Referral,0.77,513716.43,461.0,-160042.57,Muy Alto,Muy Alto,Bajo
Grass-roots asynchronous knowledgebase,2023-05-10 00:00:00+00:00,2023-12-09 00:00:00+00:00,1735598.0,0.74,social media,B2B,Referral,0.48,9695.94,213.0,-1725902.06,Muy Alto,Muy Bajo,Bajo
Synergized 24/7 interface,2022-11-09 00:00:00+00:00,2023-08-02 00:00:00+00:00,2267522.0,0.52,webinar,B2B,Referral,0.78,402920.91,266.0,-1864601.09,Muy Alto,Muy Alto,Bajo
Re-contextualized uniform interface,2022-12-28 00:00:00+00:00,2023-10-02 00:00:00+00:00,6872753.0,0.33,webinar,B2B,Referral,0.12,266449.67,278.0,-6606303.33,Muy Alto,Muy Alto,Bajo
Automated executive moderator,2022-09-03 00:00:00+00:00,2024-01-06 00:00:00+00:00,6586461.0,0.29,social media,B2B,promotion,0.19,999317.92,490.0,-5587143.08,Muy Alto,Muy Alto,Bajo
Front-line national Graphic Interface,2022-12-08 00:00:00+00:00,2024-04-29 00:00:00+00:00,2082367.0,0.81,email,B2C,paid,0.38,648404.63,508.0,-1433962.37,Muy Alto,Muy Alto,Bajo
Function-based 3rdgeneration Graphical User Interface,2023-03-23 00:00:00+00:00,2023-11-07 00:00:00+00:00,2208895.0,0.31,podcast,B2C,organic,0.71,693169.8,229.0,-1515725.2,Muy Alto,Muy Alto,Bajo
Customizable bi-directional functionalities,2023-01-11 00:00:00+00:00,2023-08-15 00:00:00+00:00,398047.0,0.36,email,B2C,promotion,0.96,914417.1,216.0,516370.1,Muy Alto,Muy Alto,Bajo
Innovative uniform adapter,2023-03-10 00:00:00+00:00,2024-03-28 00:00:00+00:00,5426694.0,0.62,email,B2C,organic,0.64,573869.28,384.0,-4852824.72,Muy Alto,Muy Alto,Bajo
Switchable neutral algorithm,2023-05-01 00:00:00+00:00,2023-12-12 00:00:00+00:00,5980535.0,0.54,podcast,B2C,paid,0.64,974539.8,225.0,-5005995.2,Muy Alto,Muy Alto,Bajo
Operative 5thgeneration superstructure,2023-07-02 00:00:00+00:00,2023-10-21 00:00:00+00:00,5976718.0,0.51,podcast,B2C,organic,0.59,842318.7,111.0,-5134399.3,Muy Alto,Muy Alto,Bajo
Triple-buffered didactic monitoring,2022-12-28 00:00:00+00:00,2023-11-22 00:00:00+00:00,350829.0,0.67,podcast,B2B,promotion,0.5,193585.62,329.0,-157243.38,Muy Alto,Alto,Bajo
Realigned scalable moderator,2023-04-07 00:00:00+00:00,2023-10-03 00:00:00+00:00,557806.0,0.54,email,B2B,Referral,0.19,996578.25,179.0,438772.25,Muy Alto,Muy Alto,Bajo
Multi-lateral responsive info-mediaries,2023-05-13 00:00:00+00:00,2023-09-24 00:00:00+00:00,3434465.0,0.67,webinar,B2C,Referral,0.91,228461.91,134.0,-3206003.09,Muy Alto,Muy Alto,Bajo
Grass-roots directional help-desk,2023-03-22 00:00:00+00:00,2023-08-19 00:00:00+00:00,6280597.0,0.94,social media,B2C,Referral,0.62,318869.86,150.0,-5961727.14,Muy Alto,Muy Alto,Bajo
Reduced didactic leverage,2022-08-06 00:00:00+00:00,2023-11-03 00:00:00+00:00,1289548.0,0.95,social media,B2B,Referral,0.9,619182.58,454.0,-670365.42,Muy Alto,Muy Alto,Bajo
Total methodical array,2022-12-31 00:00:00+00:00,2024-06-26 00:00:00+00:00,2058689.0,0.13,podcast,B2B,Referral,0.82,364266.44,543.0,-1694422.56,Muy Alto,Muy Alto,Bajo
Balanced optimizing challenge,2023-05-28 00:00:00+00:00,2024-04-14 00:00:00+00:00,4508357.0,0.51,webinar,B2C,organic,0.69,743998.41,322.0,-3764358.59,Muy Alto,Muy Alto,Bajo
Persevering disintermediate parallelism,2022-09-15 00:00:00+00:00,2023-11-30 00:00:00+00:00,1939355.0,0.59,email,B2C,promotion,0.71,513490.43,441.0,-1425864.57,Muy Alto,Muy Alto,Bajo
Horizontal system-worthy neural-net,2023-06-09 00:00:00+00:00,2023-09-20 00:00:00+00:00,778482.0,0.65,webinar,B2C,paid,0.74,753981.45,103.0,-24500.550000000047,Muy Alto,Muy Alto,Bajo
Grass-roots multi-tasking throughput,2023-05-21 00:00:00+00:00,2024-07-11 00:00:00+00:00,1308755.0,0.43,podcast,B2C,organic,0.21,293380.77,417.0,-1015374.23,Muy Alto,Muy Alto,Bajo
Intuitive didactic interface,2022-09-06 00:00:00+00:00,2024-07-17 00:00:00+00:00,4135029.0,0.82,email,B2C,paid,0.18,953178.97,680.0,-3181850.0300000003,Muy Alto,Muy Alto,Bajo
Enterprise-wide non-volatile hardware,2023-03-06 00:00:00+00:00,2023-09-09 00:00:00+00:00,8206539.0,0.81,webinar,B2C,Referral,0.24,52944.0,187.0,-8153595.0,Muy Alto,Medio,Bajo
Reduced actuating toolset,2023-06-23 00:00:00+00:00,2024-02-20 00:00:00+00:00,1422539.0,0.45,webinar,B2C,paid,0.51,215641.53,242.0,-1206897.47,Muy Alto,Muy Alto,Bajo
Front-line value-added alliance,2023-01-16 00:00:00+00:00,2023-12-05 00:00:00+00:00,2816581.0,0.37,social media,B2B,promotion,0.3,269187.84,323.0,-2547393.16,Muy Alto,Muy Alto,Bajo
