campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,beneficio_neto,budget_cat,revenue_cat,roi_cat
Object-based grid-enabled model,2023-03-27 00:00:00+00:00,2023-08-30 00:00:00+00:00,41357.61,2003.51,social media,B2B,paid,0.65,869961.43,156.0,828603.8200000001,Medio,Alto,Alto
Seamless executive standardization,2022-11-26 00:00:00+00:00,2024-06-12 00:00:00+00:00,16261.19,3263.77,webinar,B2C,Referral,0.52,546988.28,564.0,530727.0900000001,Medio,Alto,
De-engineered homogeneous array,2022-10-11 00:00:00+00:00,2024-06-07 00:00:00+00:00,27126.77,2575.73,webinar,B2C,promotion,0.79,725838.96,605.0,698712.19,Medio,Alto,Alto
Inverse heuristic projection,2023-03-27 00:00:00+00:00,2023-12-10 00:00:00+00:00,97754.27,276.62,social media,B2C,organic,0.56,368164.25,258.0,270409.98,Medio,Alto,Medio
Diverse asymmetric orchestration,2023-02-22 00:00:00+00:00,2023-08-02 00:00:00+00:00,86507.56,441.61,email,B2C,paid,0.4,468536.15,161.0,382028.59,Medio,Alto,Medio
Reactive zero tolerance core,2023-05-14 00:00:00+00:00,2024-07-29 00:00:00+00:00,75067.13,1188.66,podcast,B2C,promotion,0.44,967358.1,442.0,892290.97,Medio,Alto,Alto
Reverse-engineered 24/7 help-desk,2023-01-19 00:00:00+00:00,2023-09-19 00:00:00+00:00,46839.92,258.69,social media,B2B,paid,0.28,168009.32,243.0,121169.40000000001,Medio,Alto,Medio
Optimized 24hour budgetary management,2022-12-21 00:00:00+00:00,2024-02-25 00:00:00+00:00,73305.28,959.04,podcast,B2C,paid,0.48,776332.85,431.0,703027.57,Medio,Alto,Medio
Inverse heuristic encryption,2023-07-07 00:00:00+00:00,2024-05-15 00:00:00+00:00,90612.4,36.37,email,B2B,organic,0.69,123571.95,313.0,32959.55,Medio,Alto,Medio
Realigned empowering initiative,2023-03-06 00:00:00+00:00,2024-03-31 00:00:00+00:00,18541.27,4128.13,email,B2B,paid,0.71,783948.9,391.0,765407.63,Medio,Alto,
Reduced mobile matrices,2022-08-31 00:00:00+00:00,2024-02-17 00:00:00+00:00,73723.4,-15.14,webinar,B2C,promotion,0.21,62558.41,535.0,-11164.98999999999,Medio,Medio,Pérdida
Virtual motivating portal,2022-10-31 00:00:00+00:00,2024-07-28 00:00:00+00:00,60705.69,847.46,webinar,B2B,Referral,0.19,575160.34,636.0,514454.64999999997,Medio,Alto,Medio
Customizable executive task-force,2022-08-31 00:00:00+00:00,2024-02-10 00:00:00+00:00,14777.5,5758.06,email,B2C,promotion,0.38,865674.86,528.0,850897.36,Medio,Alto,
Optional 3rdgeneration open architecture,2023-07-16 00:00:00+00:00,2024-07-24 00:00:00+00:00,81086.35,635.87,podcast,B2C,organic,0.32,596689.85,374.0,515603.5,Medio,Alto,Medio
Networked 6thgeneration neural-net,2022-11-08 00:00:00+00:00,2023-09-07 00:00:00+00:00,39534.14,1063.91,social media,B2B,promotion,0.49,460143.5,303.0,420609.36,Medio,Alto,Alto
Open-architected empowering database,2023-05-25 00:00:00+00:00,2023-12-26 00:00:00+00:00,63786.13,43.42,podcast,B2C,organic,0.43,91479.12,215.0,27692.989999999998,Medio,Medio,Medio
Multi-channeled human-resource infrastructure,2023-05-30 00:00:00+00:00,2024-04-04 00:00:00+00:00,63889.54,1441.11,webinar,B2C,paid,0.95,984610.31,310.0,920720.77,Medio,Alto,Alto
Distributed intangible software,2022-11-13 00:00:00+00:00,2023-11-27 00:00:00+00:00,14378.29,4697.51,social media,B2B,organic,0.59,689799.85,379.0,675421.5599999999,Medio,Alto,
Switchable clear-thinking challenge,2022-08-23 00:00:00+00:00,2023-08-16 00:00:00+00:00,57635.88,234.03,webinar,B2B,organic,0.16,192521.65,358.0,134885.77,Medio,Alto,Medio
Customizable 4thgeneration Internet solution,2022-11-14 00:00:00+00:00,2023-08-27 00:00:00+00:00,78080.7,377.94,social media,B2B,promotion,0.6,373181.87,286.0,295101.17,Medio,Alto,Medio
Reduced zero tolerance policy,2023-01-28 00:00:00+00:00,2024-07-10 00:00:00+00:00,95263.32,270.19,podcast,B2B,promotion,0.33,352655.66,529.0,257392.33999999997,Medio,Alto,Medio
Profound real-time archive,2023-02-23 00:00:00+00:00,2023-12-02 00:00:00+00:00,54198.81,1348.13,webinar,B2C,Referral,0.4,784870.79,282.0,730671.98,Medio,Alto,Alto
Inverse static support,2022-11-28 00:00:00+00:00,2024-03-22 00:00:00+00:00,65189.68,1152.24,podcast,B2C,Referral,0.5,816329.8,480.0,751140.12,Medio,Alto,Alto
Total attitude-oriented support,2023-01-08 00:00:00+00:00,2024-06-29 00:00:00+00:00,85772.21,781.1,podcast,B2B,organic,0.86,755740.83,538.0,669968.62,Medio,Alto,Medio
Persistent tangible methodology,2023-02-17 00:00:00+00:00,2024-07-25 00:00:00+00:00,85190.24,957.33,webinar,B2C,promotion,0.48,900744.98,524.0,815554.74,Medio,Alto,Medio
Robust bi-directional hub,2022-11-01 00:00:00+00:00,2023-08-20 00:00:00+00:00,87931.71,228.22,email,B2C,Referral,0.77,288613.62,292.0,200681.90999999997,Medio,Alto,Medio
Virtual content-based standardization,2022-08-23 00:00:00+00:00,2024-04-24 00:00:00+00:00,34658.91,1621.13,social media,B2B,organic,0.59,596524.13,610.0,561865.22,Medio,Alto,Alto
Programmable modular architecture,2023-01-12 00:00:00+00:00,2024-01-28 00:00:00+00:00,57845.8,363.04,podcast,B2C,paid,0.7,267847.44,381.0,210001.64,Medio,Alto,Medio
Open-source zero administration extranet,2023-06-13 00:00:00+00:00,2024-01-13 00:00:00+00:00,65653.98,388.36,social media,B2C,paid,0.96,320630.54,214.0,254976.56,Medio,Alto,Medio
Total asymmetric emulation,2023-03-30 00:00:00+00:00,2024-03-15 00:00:00+00:00,69996.24,1237.62,social media,B2C,paid,0.86,936284.24,351.0,866288.0,Medio,Alto,Alto
Streamlined attitude-oriented adapter,2023-07-03 00:00:00+00:00,2024-07-18 00:00:00+00:00,2554.18,22415.73,social media,B2B,Referral,0.33,575092.19,381.0,572538.0099999999,Bajo,Alto,
Operative demand-driven open system,2022-10-04 00:00:00+00:00,2023-10-08 00:00:00+00:00,11294.95,3354.81,email,B2C,paid,0.95,390218.59,369.0,378923.64,Medio,Alto,
Organic impactful approach,2023-07-08 00:00:00+00:00,2023-11-26 00:00:00+00:00,15971.25,1754.17,email,B2B,organic,0.85,296134.8,141.0,280163.55,Medio,Alto,Alto
Cloned leadingedge moderator,2022-11-11 00:00:00+00:00,2024-04-30 00:00:00+00:00,36838.48,2041.43,email,B2B,Referral,0.72,788871.83,536.0,752033.35,Medio,Alto,Alto
Versatile well-modulated ability,2023-05-28 00:00:00+00:00,2024-03-21 00:00:00+00:00,24501.77,3118.83,podcast,B2B,Referral,0.87,788670.6,298.0,764168.83,Medio,Alto,
Self-enabling zero tolerance synergy,2023-06-01 00:00:00+00:00,2024-05-07 00:00:00+00:00,49505.24,1321.64,webinar,B2B,promotion,0.87,703788.18,341.0,654282.9400000001,Medio,Alto,Alto
Polarized systematic parallelism,2023-01-03 00:00:00+00:00,2024-04-25 00:00:00+00:00,5479.95,14044.8,social media,B2B,organic,0.62,775127.75,478.0,769647.8,Bajo,Alto,
Sharable object-oriented algorithm,2023-01-26 00:00:00+00:00,2023-11-28 00:00:00+00:00,13686.9,2079.82,podcast,B2B,Referral,0.68,298349.71,306.0,284662.81,Medio,Alto,Alto
Progressive systematic architecture,2022-08-15 00:00:00+00:00,2024-01-11 00:00:00+00:00,7306.71,7304.23,webinar,B2B,paid,0.97,541005.28,514.0,533698.5700000001,Bajo,Alto,
Decentralized bi-directional forecast,2023-02-03 00:00:00+00:00,2023-11-18 00:00:00+00:00,96168.8,43.5,email,B2C,promotion,0.26,138002.71,288.0,41833.90999999999,Medio,Alto,Medio
Multi-lateral coherent hardware,2023-03-20 00:00:00+00:00,2023-12-20 00:00:00+00:00,80398.7,591.6,social media,B2B,paid,0.77,556040.51,275.0,475641.81,Medio,Alto,Medio
Digitized fresh-thinking toolset,2023-07-23 00:00:00+00:00,2024-03-20 00:00:00+00:00,7171.11,3309.4,podcast,B2C,Referral,0.58,244491.62,241.0,237320.51,Bajo,Alto,
Persistent fresh-thinking parallelism,2022-09-26 00:00:00+00:00,2024-07-24 00:00:00+00:00,40458.71,1751.15,email,B2B,organic,0.6,748950.16,667.0,708491.4500000001,Medio,Alto,Alto
Up-sized discrete superstructure,2023-04-08 00:00:00+00:00,2024-02-16 00:00:00+00:00,85035.31,586.69,webinar,B2C,Referral,0.69,583929.45,314.0,498894.13999999996,Medio,Alto,Medio
Implemented next generation productivity,2022-08-16 00:00:00+00:00,2023-12-12 00:00:00+00:00,28881.52,2974.03,email,B2B,Referral,0.74,887826.15,483.0,858944.63,Medio,Alto,Alto
Persistent radical approach,2022-10-23 00:00:00+00:00,2023-08-15 00:00:00+00:00,99891.35,-91.72,email,B2C,promotion,0.91,8272.5,296.0,-91618.85,Medio,Bajo,
Robust dynamic circuit,2022-10-04 00:00:00+00:00,2024-04-29 00:00:00+00:00,35936.7,1502.02,webinar,B2B,Referral,0.13,575711.5,573.0,539774.8,Medio,Alto,Alto
Assimilated cohesive contingency,2023-03-10 00:00:00+00:00,2024-07-22 00:00:00+00:00,52088.32,64.98,podcast,B2B,Referral,0.46,85934.39,500.0,33846.07,Medio,Medio,Medio
Distributed heuristic extranet,2022-08-27 00:00:00+00:00,2023-12-31 00:00:00+00:00,19258.46,4202.6,podcast,B2C,promotion,0.22,828613.75,491.0,809355.29,Medio,Alto,
Public-key optimizing open architecture,2023-04-01 00:00:00+00:00,2023-11-13 00:00:00+00:00,35095.84,338.64,social media,B2C,paid,0.26,153946.14,226.0,118850.30000000002,Medio,Alto,Medio
Self-enabling secondary methodology,2022-09-22 00:00:00+00:00,2024-04-16 00:00:00+00:00,89591.74,690.18,podcast,B2C,promotion,0.16,707937.27,572.0,618345.53,Medio,Alto,Medio
Multi-channeled intermediate project,2023-07-10 00:00:00+00:00,2024-06-11 00:00:00+00:00,30866.33,1477.92,webinar,B2C,paid,0.51,487045.64,337.0,456179.31,Medio,Alto,Alto
Re-engineered 24/7 benchmark,2022-10-07 00:00:00+00:00,2023-08-02 00:00:00+00:00,60761.56,823.14,podcast,B2C,paid,0.46,560912.6,299.0,500151.04,Medio,Alto,Medio
Automated 6thgeneration solution,2023-04-10 00:00:00+00:00,2023-08-27 00:00:00+00:00,82351.52,471.32,podcast,B2C,organic,0.27,470489.22,139.0,388137.69999999995,Medio,Alto,Medio
Persevering asymmetric orchestration,2022-10-23 00:00:00+00:00,2024-03-12 00:00:00+00:00,68860.82,423.79,webinar,B2C,organic,0.82,360686.83,506.0,291826.01,Medio,Alto,Medio
Enhanced web-enabled knowledge user,2023-04-24 00:00:00+00:00,2024-05-25 00:00:00+00:00,71941.12,1003.15,webinar,B2C,Referral,0.67,793615.75,397.0,721674.63,Medio,Alto,Alto
Multi-tiered fresh-thinking monitoring,2023-01-31 00:00:00+00:00,2024-01-23 00:00:00+00:00,92487.68,483.52,social media,B2C,organic,0.48,539681.9,357.0,447194.22000000003,Medio,Alto,Medio
Cloned background ability,2023-05-08 00:00:00+00:00,2023-08-05 00:00:00+00:00,6690.98,6166.8,podcast,B2C,Referral,0.6,419310.48,89.0,412619.5,Bajo,Alto,
Up-sized bifurcated budgetary management,2023-06-21 00:00:00+00:00,2024-03-29 00:00:00+00:00,65932.3,1217.44,email,B2B,paid,0.64,868615.57,282.0,802683.2699999999,Medio,Alto,Alto
Virtual methodical projection,2022-08-28 00:00:00+00:00,2023-08-03 00:00:00+00:00,2939.44,17518.54,podcast,B2B,Referral,0.34,517886.3,340.0,514946.86,Bajo,Alto,
Configurable 6thgeneration approach,2023-07-20 00:00:00+00:00,2023-08-05 00:00:00+00:00,89898.65,946.34,social media,B2C,paid,0.94,940644.5,16.0,850745.85,Medio,Alto,Medio
Networked zero administration hardware,2023-06-18 00:00:00+00:00,2024-01-12 00:00:00+00:00,79330.1,1152.13,webinar,B2C,promotion,0.6,993317.73,208.0,913987.63,Medio,Alto,Alto
Integrated dedicated solution,2023-04-25 00:00:00+00:00,2023-09-26 00:00:00+00:00,49871.16,1411.0,webinar,B2B,promotion,0.13,753551.91,154.0,703680.75,Medio,Alto,Alto
Managed coherent Local Area Network,2022-08-22 00:00:00+00:00,2024-07-09 00:00:00+00:00,86898.8,622.06,email,B2B,paid,0.63,627464.79,687.0,540565.99,Medio,Alto,Medio
Assimilated bifurcated policy,2023-07-12 00:00:00+00:00,2024-06-07 00:00:00+00:00,88219.78,336.55,podcast,B2C,organic,0.9,385119.98,331.0,296900.19999999995,Medio,Alto,Medio
Intuitive secondary initiative,2023-07-21 00:00:00+00:00,2023-10-02 00:00:00+00:00,40691.9,2171.73,email,B2C,organic,0.5,924409.28,73.0,883717.38,Medio,Alto,Alto
Reverse-engineered bandwidth-monitored encoding,2023-04-13 00:00:00+00:00,2023-12-22 00:00:00+00:00,72683.1,971.26,social media,B2B,paid,0.71,778626.74,253.0,705943.64,Medio,Alto,Medio
Adaptive 24/7 open architecture,2023-04-28 00:00:00+00:00,2024-04-26 00:00:00+00:00,11646.16,14.41,email,B2B,organic,0.81,13324.2,364.0,1678.0400000000009,Medio,Medio,Medio
Grass-roots holistic migration,2022-08-26 00:00:00+00:00,2023-12-23 00:00:00+00:00,89917.95,719.45,email,B2B,promotion,0.24,736828.76,484.0,646910.81,Medio,Alto,Medio
Face-to-face background methodology,2022-11-26 00:00:00+00:00,2024-04-19 00:00:00+00:00,78099.81,585.12,webinar,B2C,organic,0.35,535075.58,510.0,456975.76999999996,Medio,Alto,Medio
Visionary neutral attitude,2023-07-02 00:00:00+00:00,2024-07-25 00:00:00+00:00,35717.61,309.02,podcast,B2C,organic,0.1,146092.95,389.0,110375.34000000001,Medio,Alto,Medio
Grass-roots tertiary adapter,2023-02-21 00:00:00+00:00,2024-03-25 00:00:00+00:00,74243.84,658.09,webinar,B2B,promotion,0.95,562833.1,398.0,488589.26,Medio,Alto,Medio
Function-based dynamic focus group,2022-12-17 00:00:00+00:00,2024-02-08 00:00:00+00:00,25475.7,3312.68,webinar,B2C,paid,0.43,869402.93,418.0,843927.2300000001,Medio,Alto,
Multi-tiered stable installation,2023-03-23 00:00:00+00:00,2024-04-15 00:00:00+00:00,28552.53,1553.73,webinar,B2C,paid,0.2,472180.81,389.0,443628.28,Medio,Alto,Alto
Proactive explicit migration,2023-07-06 00:00:00+00:00,2023-08-06 00:00:00+00:00,38420.97,2069.0,social media,B2C,organic,0.58,833349.14,31.0,794928.17,Medio,Alto,Alto
Reactive eco-centric synergy,2023-07-03 00:00:00+00:00,2024-04-23 00:00:00+00:00,39225.15,224.91,email,B2B,paid,0.84,127445.11,295.0,88219.95999999999,Medio,Alto,Medio
Automated dedicated budgetary management,2023-08-01 00:00:00+00:00,2024-04-06 00:00:00+00:00,1436.99,61262.18,podcast,B2B,organic,0.87,881768.44,249.0,880331.45,Bajo,Alto,
Multi-channeled coherent moderator,2022-08-10 00:00:00+00:00,2024-03-18 00:00:00+00:00,11007.95,6078.72,podcast,B2C,Referral,0.81,680150.2,586.0,669142.25,Medio,Alto,
Synergized bottom-line paradigm,2022-12-06 00:00:00+00:00,2024-07-09 00:00:00+00:00,94432.87,455.85,social media,B2C,organic,0.2,524902.66,581.0,430469.79000000004,Medio,Alto,Medio
Phased attitude-oriented standardization,2023-07-03 00:00:00+00:00,2024-05-12 00:00:00+00:00,87100.53,1001.74,podcast,B2B,Referral,0.32,959625.18,314.0,872524.65,Medio,Alto,Alto
Open-architected bottom-line algorithm,2022-11-11 00:00:00+00:00,2023-11-15 00:00:00+00:00,81473.25,478.55,webinar,B2C,paid,0.37,471361.8,369.0,389888.55,Medio,Alto,Medio
Open-source homogeneous product,2023-05-31 00:00:00+00:00,2023-09-30 00:00:00+00:00,89921.79,370.99,webinar,B2B,organic,0.51,423523.6,122.0,333601.81,Medio,Alto,Medio
Reduced tertiary implementation,2022-08-10 00:00:00+00:00,2023-10-22 00:00:00+00:00,93538.7,914.93,email,B2B,organic,0.4,949355.73,438.0,855817.03,Medio,Alto,Medio
Proactive incremental framework,2022-12-16 00:00:00+00:00,2024-05-21 00:00:00+00:00,96760.38,265.08,email,B2B,Referral,0.33,353251.17,522.0,256490.78999999998,Medio,Alto,Medio
Quality-focused hybrid policy,2023-01-28 00:00:00+00:00,2024-05-10 00:00:00+00:00,90020.46,751.35,social media,B2C,promotion,0.9,766391.61,468.0,676371.15,Medio,Alto,Medio
Progressive 24hour utilization,2022-11-01 00:00:00+00:00,2024-03-14 00:00:00+00:00,14495.84,628.89,podcast,B2C,Referral,0.56,105658.26,499.0,91162.42,Medio,Alto,Medio
Organized coherent utilization,2022-09-12 00:00:00+00:00,2024-05-18 00:00:00+00:00,7889.64,1930.02,email,B2C,Referral,0.56,160161.3,614.0,152271.65999999997,Bajo,Alto,Alto
Versatile user-facing benchmark,2022-09-19 00:00:00+00:00,2024-05-21 00:00:00+00:00,53658.92,1318.76,social media,B2B,promotion,0.0,761292.13,610.0,707633.21,Medio,Alto,Alto
Configurable client-driven migration,2022-12-09 00:00:00+00:00,2024-03-10 00:00:00+00:00,21172.32,4494.18,social media,B2C,Referral,0.32,972694.3,457.0,951521.9800000001,Medio,Alto,
Public-key fresh-thinking intranet,2023-07-23 00:00:00+00:00,2024-04-01 00:00:00+00:00,88296.95,951.26,webinar,B2C,Referral,0.13,928231.8,253.0,839934.8500000001,Medio,Alto,Medio
Self-enabling bandwidth-monitored array,2022-09-15 00:00:00+00:00,2024-04-05 00:00:00+00:00,42970.96,704.08,webinar,B2C,Referral,0.68,345521.31,568.0,302550.35,Medio,Alto,Medio
Profound disintermediate analyzer,2022-12-16 00:00:00+00:00,2023-11-09 00:00:00+00:00,49418.2,1755.99,social media,B2B,paid,0.83,917197.39,328.0,867779.1900000001,Medio,Alto,Alto
Multi-tiered multi-tasking support,2022-10-23 00:00:00+00:00,2023-12-08 00:00:00+00:00,3809.12,14966.21,webinar,B2C,Referral,0.2,573889.99,411.0,570080.87,Bajo,Alto,
Triple-buffered next generation moderator,2023-07-22 00:00:00+00:00,2024-02-17 00:00:00+00:00,96955.19,524.12,webinar,B2B,promotion,0.51,605117.55,210.0,508162.36000000004,Medio,Alto,Medio
Synergistic needs-based framework,2022-10-21 00:00:00+00:00,2024-04-27 00:00:00+00:00,22787.98,4025.63,webinar,B2C,organic,0.29,940147.71,554.0,917359.73,Medio,Alto,
Horizontal national alliance,2022-12-20 00:00:00+00:00,2023-11-10 00:00:00+00:00,59550.27,480.02,social media,B2C,Referral,0.42,345405.0,325.0,285854.73,Medio,Alto,Medio
Team-oriented mobile contingency,2023-03-29 00:00:00+00:00,2024-01-25 00:00:00+00:00,55219.7,1066.0,podcast,B2B,promotion,0.64,643859.1,302.0,588639.4,Medio,Alto,Alto
Persistent grid-enabled contingency,2022-10-14 00:00:00+00:00,2024-02-06 00:00:00+00:00,38978.72,1774.59,podcast,B2C,organic,0.25,730692.49,480.0,691713.77,Medio,Alto,Alto
Reactive real-time array,2023-06-21 00:00:00+00:00,2024-04-13 00:00:00+00:00,77106.38,143.5,podcast,B2C,promotion,0.39,187751.15,297.0,110644.76999999999,Medio,Alto,Medio
Programmable asynchronous encryption,2023-01-17 00:00:00+00:00,2023-12-22 00:00:00+00:00,16485.72,-41.08,podcast,B2B,Referral,0.41,9714.17,339.0,-6771.550000000001,Medio,Bajo,
Object-based web-enabled intranet,2023-06-01 00:00:00+00:00,2023-08-11 00:00:00+00:00,32297.26,2748.52,webinar,B2B,promotion,0.17,919995.28,71.0,887698.02,Medio,Alto,Alto
Universal exuding artificial intelligence,2023-04-25 00:00:00+00:00,2024-07-24 00:00:00+00:00,80372.5,223.75,webinar,B2B,paid,0.3,260204.2,456.0,179831.7,Medio,Alto,Medio
Cross-group bandwidth-monitored time-frame,2022-11-30 00:00:00+00:00,2024-03-18 00:00:00+00:00,51871.97,651.79,email,B2B,paid,0.55,389969.52,474.0,338097.55000000005,Medio,Alto,Medio
Customer-focused web-enabled framework,2023-01-04 00:00:00+00:00,2023-12-30 00:00:00+00:00,3162.85,19662.66,social media,B2B,organic,0.71,625063.38,360.0,621900.53,Bajo,Alto,
Synergized local emulation,2023-04-20 00:00:00+00:00,2023-12-10 00:00:00+00:00,1793.79,24492.03,webinar,B2B,promotion,0.3,441129.4,234.0,439335.61000000004,Bajo,Alto,
Multi-tiered object-oriented knowledge user,2023-04-22 00:00:00+00:00,2023-10-28 00:00:00+00:00,52804.87,1566.71,email,B2C,paid,0.25,880106.4,189.0,827301.53,Medio,Alto,Alto
Multi-lateral mission-critical productivity,2023-04-21 00:00:00+00:00,2023-09-12 00:00:00+00:00,71940.27,901.52,social media,B2B,Referral,0.73,720494.61,144.0,648554.34,Medio,Alto,Medio
Re-contextualized reciprocal secured line,2023-03-19 00:00:00+00:00,2023-10-09 00:00:00+00:00,83645.54,626.83,social media,B2B,Referral,0.27,607963.82,204.0,524318.2799999999,Medio,Alto,Medio
Compatible actuating utilization,2022-09-29 00:00:00+00:00,2024-03-14 00:00:00+00:00,40895.28,689.32,webinar,B2C,promotion,0.53,322795.47,532.0,281900.18999999994,Medio,Alto,Medio
Compatible full-range open system,2023-05-29 00:00:00+00:00,2024-06-04 00:00:00+00:00,33898.88,786.24,social media,B2B,Referral,0.58,300424.53,372.0,266525.65,Medio,Alto,Medio
Switchable incremental collaboration,2023-03-28 00:00:00+00:00,2023-11-28 00:00:00+00:00,46310.28,949.55,webinar,B2B,paid,0.53,486051.65,245.0,439741.37,Medio,Alto,Medio
Monitored maximized project,2023-05-07 00:00:00+00:00,2024-05-17 00:00:00+00:00,32095.6,1278.13,email,B2B,promotion,0.37,442320.4,376.0,410224.80000000005,Medio,Alto,Alto
Compatible grid-enabled info-mediaries,2023-01-27 00:00:00+00:00,2023-11-21 00:00:00+00:00,96019.69,615.8,webinar,B2C,organic,0.57,687313.27,298.0,591293.5800000001,Medio,Alto,Medio
Cloned foreground portal,2022-09-14 00:00:00+00:00,2023-08-17 00:00:00+00:00,13908.21,5771.38,podcast,B2B,promotion,0.88,816603.99,337.0,802695.78,Medio,Alto,
Devolved homogeneous projection,2023-04-25 00:00:00+00:00,2024-05-24 00:00:00+00:00,4833.32,17784.97,webinar,B2C,promotion,0.22,864437.87,395.0,859604.55,Bajo,Alto,
Profound non-volatile complexity,2022-10-03 00:00:00+00:00,2023-08-18 00:00:00+00:00,28827.53,2446.23,social media,B2C,paid,0.94,734015.4,319.0,705187.87,Medio,Alto,Alto
Focused holistic collaboration,2023-01-31 00:00:00+00:00,2023-11-02 00:00:00+00:00,89440.32,941.73,email,B2C,promotion,0.85,931725.82,275.0,842285.5,Medio,Alto,Medio
Optimized zero administration task-force,2022-12-31 00:00:00+00:00,2024-01-14 00:00:00+00:00,31564.29,2850.12,podcast,B2B,Referral,0.83,931183.22,379.0,899618.9299999999,Medio,Alto,Alto
Customizable zero administration application,2022-08-27 00:00:00+00:00,2024-01-01 00:00:00+00:00,86492.2,41.51,podcast,B2B,paid,0.23,122398.7,492.0,35906.5,Medio,Alto,Medio
Balanced multi-tasking adapter,2023-07-13 00:00:00+00:00,2024-06-23 00:00:00+00:00,13945.61,5599.4,email,B2B,promotion,0.57,794815.89,346.0,780870.28,Medio,Alto,
Ameliorated grid-enabled capability,2023-01-19 00:00:00+00:00,2023-10-02 00:00:00+00:00,13105.34,3728.7,social media,B2B,paid,0.6,501764.55,256.0,488659.20999999996,Medio,Alto,
Monitored full-range matrix,2022-09-02 00:00:00+00:00,2023-10-11 00:00:00+00:00,27771.85,2325.39,social media,B2B,Referral,0.58,673575.17,404.0,645803.3200000001,Medio,Alto,Alto
Multi-tiered empowering adapter,2023-02-24 00:00:00+00:00,2023-09-29 00:00:00+00:00,30544.22,31.77,podcast,B2B,organic,0.47,40247.47,217.0,9703.25,Medio,Medio,Medio
Re-contextualized mission-critical help-desk,2023-03-28 00:00:00+00:00,2023-11-22 00:00:00+00:00,35286.84,452.75,webinar,B2B,paid,0.45,195049.24,239.0,159762.4,Medio,Alto,Medio
Face-to-face foreground service-desk,2023-03-15 00:00:00+00:00,2024-05-07 00:00:00+00:00,23254.87,3414.78,social media,B2C,promotion,0.59,817356.61,419.0,794101.74,Medio,Alto,
Re-contextualized solution-oriented circuit,2022-08-25 00:00:00+00:00,2023-12-04 00:00:00+00:00,29101.58,2643.97,email,B2C,Referral,0.57,798538.44,466.0,769436.86,Medio,Alto,Alto
Managed didactic system engine,2023-07-14 00:00:00+00:00,2024-07-18 00:00:00+00:00,31358.99,1107.99,social media,B2C,Referral,0.86,378814.53,370.0,347455.54000000004,Medio,Alto,Alto
Expanded 4thgeneration groupware,2023-04-02 00:00:00+00:00,2023-08-23 00:00:00+00:00,51725.95,1164.39,email,B2B,paid,0.72,654019.7,143.0,602293.75,Medio,Alto,Alto
Total well-modulated knowledge user,2022-08-22 00:00:00+00:00,2023-10-19 00:00:00+00:00,28468.75,431.96,webinar,B2C,organic,0.11,151441.9,423.0,122973.15,Medio,Alto,Medio
Polarized high-level ability,2022-09-20 00:00:00+00:00,2024-03-22 00:00:00+00:00,8627.43,9439.35,email,B2B,promotion,0.75,823000.43,549.0,814373.0,Bajo,Alto,
Reduced high-level methodology,2023-04-12 00:00:00+00:00,2024-02-27 00:00:00+00:00,92072.41,-90.43,email,B2B,organic,0.54,8811.92,321.0,-83260.49,Medio,Bajo,
Robust executive migration,2023-01-29 00:00:00+00:00,2023-12-05 00:00:00+00:00,42804.51,1419.87,podcast,B2C,organic,0.79,650574.93,310.0,607770.42,Medio,Alto,Alto
Inverse background firmware,2022-09-08 00:00:00+00:00,2024-05-01 00:00:00+00:00,4270.96,623.89,email,B2B,promotion,0.8,30917.19,601.0,26646.23,Bajo,Medio,Medio
Vision-oriented client-server conglomeration,2022-08-30 00:00:00+00:00,2024-02-21 00:00:00+00:00,68514.74,79.62,podcast,B2B,organic,0.75,123066.22,540.0,54551.479999999996,Medio,Alto,Medio
Reduced motivating analyzer,2023-07-18 00:00:00+00:00,2024-07-16 00:00:00+00:00,76849.0,490.34,webinar,B2C,promotion,0.45,453670.5,364.0,376821.5,Medio,Alto,Medio
Focused empowering capacity,2023-05-04 00:00:00+00:00,2024-05-23 00:00:00+00:00,74278.5,1062.39,social media,B2B,promotion,0.12,863407.86,385.0,789129.36,Medio,Alto,Alto
Front-line multi-tasking moderator,2023-01-09 00:00:00+00:00,2024-04-18 00:00:00+00:00,21674.14,4133.46,podcast,B2B,promotion,0.65,917565.26,465.0,895891.12,Medio,Alto,
Realigned 24/7 hub,2022-09-21 00:00:00+00:00,2024-05-23 00:00:00+00:00,72864.67,394.61,social media,B2C,Referral,0.7,360392.7,610.0,287528.03,Medio,Alto,Medio
De-engineered 6thgeneration parallelism,2023-01-29 00:00:00+00:00,2024-07-12 00:00:00+00:00,47218.62,1873.03,podcast,B2B,Referral,0.96,931639.51,530.0,884420.89,Medio,Alto,Alto
Mandatory 3rdgeneration matrices,2023-07-02 00:00:00+00:00,2023-10-28 00:00:00+00:00,29709.16,2632.66,social media,B2C,Referral,0.12,811850.37,118.0,782141.21,Medio,Alto,Alto
Compatible full-range toolset,2023-01-23 00:00:00+00:00,2023-08-07 00:00:00+00:00,55196.85,916.45,podcast,B2B,promotion,0.4,561046.37,196.0,505849.52,Medio,Alto,Medio
Switchable 3rdgeneration projection,2023-07-01 00:00:00+00:00,2023-12-07 00:00:00+00:00,72566.45,882.59,podcast,B2C,Referral,0.33,713030.96,159.0,640464.51,Medio,Alto,Medio
