campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,beneficio_neto,budget_cat,revenue_cat,roi_cat
Fundamental didactic algorithm,2023-07-25 00:00:00+00:00,2023-09-04 00:00:00+00:00,71885410.0,-0.9984435443854323,email,B2B,promotion,0.4,111886.45,41.0,-71773523.55,Muy Alto,Alto,Pérdida
Pre-emptive exuding monitoring,2023-06-27 00:00:00+00:00,2024-01-22 00:00:00+00:00,37473840.0,-0.9818177843530314,email,B2B,paid,0.4,681357.44,209.0,-36792482.56,Muy Alto,Muy Alto,Pérdida
Organized client-driven array,2023-01-01 00:00:00+00:00,2024-05-31 00:00:00+00:00,7274450.0,-0.9337348253132539,podcast,B2B,organic,0.74,482042.7,516.0,-6792407.3,Muy Alto,Muy Alto,Pérdida
Fully-configurable global leverage,2022-11-16 00:00:00+00:00,2024-02-21 00:00:00+00:00,35636250.0,-0.9924467083377179,podcast,B2C,paid,0.23,269170.99,462.0,-35367079.01,Muy Alto,Muy Alto,Pérdida
Right-sized stable open architecture,2023-04-23 00:00:00+00:00,2023-10-30 00:00:00+00:00,84406190.0,-0.9912817603780008,email,B2C,paid,0.2,735873.39,190.0,-83670316.61,Muy Alto,Muy Alto,Pérdida
Synchronized zero administration structure,2023-04-15 00:00:00+00:00,2023-09-17 00:00:00+00:00,88977210.0,-0.9955458571919709,podcast,B2B,promotion,0.13,396317.2,155.0,-88580892.8,Muy Alto,Muy Alto,Pérdida
Visionary user-facing pricing structure,2022-11-27 00:00:00+00:00,2024-06-05 00:00:00+00:00,41408950.0,-0.9961789927056832,email,B2C,promotion,0.18,158223.9,556.0,-41250726.1,Muy Alto,Alto,Pérdida
Team-oriented bifurcated capability,2023-06-26 00:00:00+00:00,2024-01-09 00:00:00+00:00,9611890.0,-0.9394055414699919,email,B2C,organic,0.3,582427.27,197.0,-9029462.73,Muy Alto,Muy Alto,Pérdida
Persevering tangible hardware,2023-06-08 00:00:00+00:00,2023-08-02 00:00:00+00:00,67475350.0,-0.9992062886668983,email,B2B,promotion,0.22,53555.95,55.0,-67421794.05,Muy Alto,Medio,Pérdida
Triple-buffered cohesive encryption,2022-11-07 00:00:00+00:00,2024-07-13 00:00:00+00:00,81254510.0,-0.991561898287246,social media,B2B,paid,0.94,685633.82,614.0,-80568876.18,Muy Alto,Muy Alto,Pérdida
Automated encompassing archive,2023-03-05 00:00:00+00:00,2024-06-17 00:00:00+00:00,83804530.0,-0.9892302442362007,podcast,B2C,paid,0.36,902554.32,470.0,-82901975.68,Muy Alto,Muy Alto,Pérdida
Devolved intermediate middleware,2022-09-18 00:00:00+00:00,2023-08-14 00:00:00+00:00,41307730.0,-0.9823370921132678,podcast,B2C,Referral,0.53,729614.63,330.0,-40578115.37,Muy Alto,Muy Alto,Pérdida
Triple-buffered high-level customer loyalty,2023-01-01 00:00:00+00:00,2023-09-20 00:00:00+00:00,78803160.0,-0.9928654539995605,email,B2B,organic,0.75,562224.77,262.0,-78240935.23,Muy Alto,Muy Alto,Pérdida
Intuitive exuding concept,2022-09-14 00:00:00+00:00,2023-08-24 00:00:00+00:00,6455120.0,-0.9565510850301776,email,B2C,promotion,0.12,280467.96,344.0,-6174652.04,Muy Alto,Muy Alto,Pérdida
Extended optimizing infrastructure,2023-06-29 00:00:00+00:00,2024-05-17 00:00:00+00:00,14126240.0,-0.9624321206492314,webinar,B2B,Referral,0.82,530692.88,323.0,-13595547.12,Muy Alto,Muy Alto,Pérdida
Stand-alone tertiary methodology,2023-02-21 00:00:00+00:00,2024-06-09 00:00:00+00:00,3561430.0,-0.8167447570217582,social media,B2C,organic,0.19,652650.72,474.0,-2908779.2800000003,Muy Alto,Muy Alto,Pérdida
Extended context-sensitive Graphical User Interface,2023-04-08 00:00:00+00:00,2023-09-05 00:00:00+00:00,4261680.0,-0.879665026468435,email,B2B,organic,0.48,512829.15,150.0,-3748850.85,Muy Alto,Muy Alto,Pérdida
Integrated user-facing encoding,2022-09-21 00:00:00+00:00,2024-04-09 00:00:00+00:00,59207210.0,-0.984556398958843,social media,B2B,paid,0.48,914372.53,566.0,-58292837.47,Muy Alto,Muy Alto,Pérdida
Cross-group reciprocal hub,2023-05-24 00:00:00+00:00,2023-12-27 00:00:00+00:00,76911160.0,-0.9926518436336157,webinar,B2B,organic,0.51,565155.23,217.0,-76346004.77,Muy Alto,Muy Alto,Pérdida
Down-sized uniform productivity,2023-01-26 00:00:00+00:00,2024-05-21 00:00:00+00:00,10395390.0,-0.9073095978121071,social media,B2C,organic,0.95,963552.88,481.0,-9431837.12,Muy Alto,Muy Alto,Pérdida
Versatile asymmetric protocol,2022-11-23 00:00:00+00:00,2023-11-23 00:00:00+00:00,78873150.0,-0.9963549676917937,webinar,B2C,promotion,0.6,287495.18,365.0,-78585654.82,Muy Alto,Muy Alto,Pérdida
Polarized empowering neural-net,2023-04-27 00:00:00+00:00,2024-01-22 00:00:00+00:00,18458170.0,-0.9718269958506178,email,B2B,promotion,0.88,520022.1,270.0,-17938147.9,Muy Alto,Muy Alto,Pérdida
Versatile bandwidth-monitored time-frame,2023-06-24 00:00:00+00:00,2023-11-02 00:00:00+00:00,3736080.0,-0.7378529260615404,email,B2B,organic,0.82,979402.44,131.0,-2756677.56,Muy Alto,Muy Alto,Pérdida
Seamless explicit policy,2023-04-03 00:00:00+00:00,2024-06-19 00:00:00+00:00,9450290.0,-0.9128459740388919,podcast,B2C,Referral,0.2,823630.82,443.0,-8626659.18,Muy Alto,Muy Alto,Pérdida
Sharable neutral implementation,2022-11-10 00:00:00+00:00,2024-07-01 00:00:00+00:00,90021620.0,-0.994949707970152,social media,B2B,Referral,0.43,454635.47,599.0,-89566984.53,Muy Alto,Muy Alto,Pérdida
Progressive composite access,2023-07-30 00:00:00+00:00,2023-12-14 00:00:00+00:00,5777280.0,-0.9270328562922344,email,B2C,promotion,0.27,421551.62,137.0,-5355728.38,Muy Alto,Muy Alto,Pérdida
Assimilated intangible pricing structure,2023-01-08 00:00:00+00:00,2024-07-06 00:00:00+00:00,6273430.0,-0.8556547725885202,webinar,B2B,promotion,0.59,905539.68,545.0,-5367890.32,Muy Alto,Muy Alto,Pérdida
Public-key optimizing protocol,2022-08-03 00:00:00+00:00,2023-12-29 00:00:00+00:00,61172360.0,-0.9954606093340195,podcast,B2C,Referral,0.13,277685.24,513.0,-60894674.76,Muy Alto,Muy Alto,Pérdida
Compatible bottom-line core,2023-01-10 00:00:00+00:00,2023-08-11 00:00:00+00:00,27219520.0,-0.9681350883483617,podcast,B2B,organic,0.6,867347.6,213.0,-26352172.4,Muy Alto,Muy Alto,Pérdida
Face-to-face mobile knowledge user,2022-09-20 00:00:00+00:00,2024-04-16 00:00:00+00:00,66351490.0,-0.9962142571327336,social media,B2C,Referral,0.5,251189.68,574.0,-66100300.32,Muy Alto,Muy Alto,Pérdida
Seamless reciprocal complexity,2023-01-03 00:00:00+00:00,2023-12-15 00:00:00+00:00,2078640.0,-0.8779735115267674,podcast,B2C,paid,0.53,253649.14,346.0,-1824990.8599999999,Muy Alto,Muy Alto,Pérdida
Mandatory exuding model,2023-02-26 00:00:00+00:00,2023-10-26 00:00:00+00:00,32177540.0,-0.9855594616617678,webinar,B2B,organic,0.5,464661.0,242.0,-31712879.0,Muy Alto,Muy Alto,Pérdida
Digitized intangible Graphical User Interface,2022-09-08 00:00:00+00:00,2023-10-27 00:00:00+00:00,90484190.0,-0.9891415409697539,podcast,B2C,promotion,0.54,982518.87,414.0,-89501671.13,Muy Alto,Muy Alto,Pérdida
Profound demand-driven secured line,2023-03-19 00:00:00+00:00,2024-01-29 00:00:00+00:00,71007370.0,-0.9890524075176985,email,B2C,paid,0.92,777359.75,316.0,-70230010.25,Muy Alto,Muy Alto,Pérdida
Right-sized needs-based solution,2022-08-09 00:00:00+00:00,2024-04-06 00:00:00+00:00,65209950.0,-0.9981620442892534,email,B2B,organic,0.48,119853.0,606.0,-65090097.0,Muy Alto,Alto,Pérdida
Seamless dynamic framework,2023-04-29 00:00:00+00:00,2024-02-13 00:00:00+00:00,54554480.0,-0.9959172700390508,podcast,B2B,promotion,0.89,222731.21,290.0,-54331748.79,Muy Alto,Muy Alto,Pérdida
Re-contextualized upward-trending architecture,2023-01-07 00:00:00+00:00,2023-08-20 00:00:00+00:00,18530720.0,-0.9829616064567378,social media,B2C,promotion,0.79,315733.7,225.0,-18214986.3,Muy Alto,Muy Alto,Pérdida
Cloned logistical analyzer,2022-08-15 00:00:00+00:00,2023-08-31 00:00:00+00:00,56508180.0,-0.9851416131257457,webinar,B2B,paid,0.71,839620.4,381.0,-55668559.6,Muy Alto,Muy Alto,Pérdida
Centralized value-added superstructure,2022-08-08 00:00:00+00:00,2024-05-20 00:00:00+00:00,23692970.0,-0.9709238170647243,webinar,B2B,organic,0.77,688901.13,651.0,-23004068.87,Muy Alto,Muy Alto,Pérdida
Proactive bifurcated architecture,2022-11-25 00:00:00+00:00,2024-04-21 00:00:00+00:00,74431670.0,-0.9997181397380981,email,B2B,promotion,0.52,20979.33,513.0,-74410690.67,Muy Alto,Bajo,Pérdida
Triple-buffered client-server portal,2023-03-17 00:00:00+00:00,2023-12-05 00:00:00+00:00,6793370.0,-0.9415997936223112,email,B2C,paid,0.72,396734.21,263.0,-6396635.79,Muy Alto,Muy Alto,Pérdida
Organic demand-driven support,2023-03-30 00:00:00+00:00,2024-02-12 00:00:00+00:00,6964440.0,-0.9387534231036522,podcast,B2B,Referral,0.2,426548.11,319.0,-6537891.89,Muy Alto,Muy Alto,Pérdida
Realigned methodical artificial intelligence,2023-05-23 00:00:00+00:00,2024-06-16 00:00:00+00:00,66054480.0,-0.9868933250250399,email,B2B,paid,0.31,865754.6,390.0,-65188725.4,Muy Alto,Muy Alto,Pérdida
Object-based demand-driven installation,2022-10-26 00:00:00+00:00,2023-12-25 00:00:00+00:00,6840810.0,-0.9776163188277411,webinar,B2B,Referral,0.11,153122.51,425.0,-6687687.49,Muy Alto,Alto,Pérdida
Ameliorated actuating policy,2022-08-26 00:00:00+00:00,2024-04-23 00:00:00+00:00,44314410.0,-0.9895838586139363,podcast,B2B,organic,0.53,461585.16,606.0,-43852824.84,Muy Alto,Muy Alto,Pérdida
Public-key disintermediate neural-net,2022-11-13 00:00:00+00:00,2024-07-24 00:00:00+00:00,3142730.0,-0.9449116977914106,social media,B2C,promotion,0.39,173127.66,619.0,-2969602.34,Muy Alto,Alto,Pérdida
Upgradable contextually-based Graphic Interface,2022-08-25 00:00:00+00:00,2024-01-08 00:00:00+00:00,80418440.0,-0.9940785106003052,webinar,B2B,promotion,0.91,476196.94,501.0,-79942243.06,Muy Alto,Muy Alto,Pérdida
Integrated client-server software,2022-09-23 00:00:00+00:00,2023-12-13 00:00:00+00:00,20633510.0,-0.980611500418494,webinar,B2C,organic,0.51,400052.8,446.0,-20233457.2,Muy Alto,Muy Alto,Pérdida
Innovative intangible emulation,2022-11-18 00:00:00+00:00,2024-05-19 00:00:00+00:00,2792690.0,-0.8197724559474915,webinar,B2C,Referral,0.43,503319.66,548.0,-2289370.34,Muy Alto,Muy Alto,Pérdida
Fundamental incremental service-desk,2023-01-02 00:00:00+00:00,2023-10-30 00:00:00+00:00,8053590.0,-0.9029747416990435,email,B2B,organic,0.46,781401.65,301.0,-7272188.35,Muy Alto,Muy Alto,Pérdida
Proactive motivating open architecture,2023-03-17 00:00:00+00:00,2023-11-10 00:00:00+00:00,6216790.0,-0.9324615854806099,email,B2C,paid,0.85,419872.14,238.0,-5796917.86,Muy Alto,Muy Alto,Pérdida
Business-focused attitude-oriented middleware,2023-05-29 00:00:00+00:00,2023-12-16 00:00:00+00:00,63741760.0,-0.9977820436712134,social media,B2C,promotion,0.1,141376.44,201.0,-63600383.56,Muy Alto,Alto,Pérdida
Balanced empowering info-mediaries,2022-09-21 00:00:00+00:00,2024-06-18 00:00:00+00:00,49202140.0,-0.9885326178901974,email,B2B,promotion,0.9,564219.74,636.0,-48637920.26,Muy Alto,Muy Alto,Pérdida
User-friendly dynamic monitoring,2023-04-09 00:00:00+00:00,2023-11-18 00:00:00+00:00,44567530.0,-0.9952487272684845,podcast,B2B,Referral,0.7,211752.49,223.0,-44355777.51,Muy Alto,Muy Alto,Pérdida
Multi-channeled zero administration standardization,2023-04-16 00:00:00+00:00,2023-09-09 00:00:00+00:00,89826920.0,-0.9920554819201193,webinar,B2B,promotion,0.52,713631.59,146.0,-89113288.41,Muy Alto,Muy Alto,Pérdida
Optimized methodical installation,2023-04-12 00:00:00+00:00,2024-03-30 00:00:00+00:00,86447450.0,-0.9911417266790402,webinar,B2C,Referral,0.65,765775.14,353.0,-85681674.86,Muy Alto,Muy Alto,Pérdida
Proactive regional conglomeration,2022-08-03 00:00:00+00:00,2024-03-29 00:00:00+00:00,1142140.0,-0.7678924387553189,social media,B2B,Referral,0.4,265099.33,604.0,-877040.6699999999,Muy Alto,Muy Alto,Pérdida
Multi-lateral user-facing solution,2023-07-13 00:00:00+00:00,2024-06-13 00:00:00+00:00,68334640.0,-0.9975186845207643,social media,B2C,promotion,0.97,169559.8,336.0,-68165080.2,Muy Alto,Alto,Pérdida
Integrated analyzing focus group,2023-04-13 00:00:00+00:00,2024-06-27 00:00:00+00:00,2187860.0,-0.7875442624299545,podcast,B2B,paid,0.8,464823.41,441.0,-1723036.59,Muy Alto,Muy Alto,Pérdida
Centralized contextually-based middleware,2023-03-03 00:00:00+00:00,2024-05-28 00:00:00+00:00,12949940.0,-0.9617831480300295,social media,B2B,Referral,0.77,494905.94,452.0,-12455034.06,Muy Alto,Muy Alto,Pérdida
Switchable modular solution,2022-09-21 00:00:00+00:00,2024-07-13 00:00:00+00:00,9569170.0,-0.9402990039888517,webinar,B2B,promotion,0.55,571288.98,661.0,-8997881.02,Muy Alto,Muy Alto,Pérdida
Reverse-engineered next generation emulation,2023-02-04 00:00:00+00:00,2024-07-16 00:00:00+00:00,8851870.0,-0.9799190973206793,email,B2B,promotion,0.58,177753.54,528.0,-8674116.46,Muy Alto,Alto,Pérdida
Quality-focused mission-critical analyzer,2023-03-01 00:00:00+00:00,2023-12-08 00:00:00+00:00,25282770.0,-0.9835424326527512,podcast,B2B,promotion,0.61,416092.89,282.0,-24866677.11,Muy Alto,Muy Alto,Pérdida
Innovative local workforce,2022-09-19 00:00:00+00:00,2023-10-07 00:00:00+00:00,1715170.0,-0.6970292449144982,webinar,B2B,Referral,0.8,519646.35,383.0,-1195523.65,Muy Alto,Muy Alto,Pérdida
Expanded scalable process improvement,2022-10-09 00:00:00+00:00,2024-07-03 00:00:00+00:00,5382130.0,-0.9062001512412371,webinar,B2C,organic,0.64,504842.98,633.0,-4877287.02,Muy Alto,Muy Alto,Pérdida
Devolved responsive software,2023-06-20 00:00:00+00:00,2024-04-08 00:00:00+00:00,5724200.0,-0.9469619370392368,podcast,B2B,Referral,0.39,303600.48,293.0,-5420599.52,Muy Alto,Muy Alto,Pérdida
Object-based bandwidth-monitored moderator,2023-03-04 00:00:00+00:00,2023-08-21 00:00:00+00:00,60540160.0,-0.9939885661022368,social media,B2B,paid,0.77,363933.17,170.0,-60176226.83,Muy Alto,Muy Alto,Pérdida
Realigned responsive Graphical User Interface,2023-04-01 00:00:00+00:00,2024-02-26 00:00:00+00:00,58942770.0,-0.9996334885516917,webinar,B2B,promotion,0.36,21603.2,331.0,-58921166.8,Muy Alto,Bajo,Pérdida
User-friendly directional ability,2023-02-19 00:00:00+00:00,2024-05-04 00:00:00+00:00,29071820.0,-0.9920784281823428,podcast,B2B,Referral,0.76,230294.51,440.0,-28841525.49,Muy Alto,Muy Alto,Pérdida
Open-source intermediate benchmark,2022-11-04 00:00:00+00:00,2023-10-18 00:00:00+00:00,5676220.0,-0.9693943081839675,podcast,B2C,organic,0.2,173724.64,348.0,-5502495.36,Muy Alto,Alto,Pérdida
Function-based zero-defect policy,2023-03-14 00:00:00+00:00,2024-04-29 00:00:00+00:00,73071430.0,-0.993217797708352,email,B2B,organic,0.71,495585.22,412.0,-72575844.78,Muy Alto,Muy Alto,Pérdida
Face-to-face grid-enabled workforce,2022-11-27 00:00:00+00:00,2023-08-31 00:00:00+00:00,82353710.0,-0.9944042885256779,podcast,B2C,paid,0.12,460827.6,277.0,-81892882.4,Muy Alto,Muy Alto,Pérdida
Cross-platform secondary functionalities,2023-04-15 00:00:00+00:00,2024-06-29 00:00:00+00:00,98712390.0,-0.9923426080555846,email,B2C,organic,0.42,755879.46,441.0,-97956510.54,Muy Alto,Muy Alto,Pérdida
Implemented multi-tasking emulation,2022-11-13 00:00:00+00:00,2024-07-30 00:00:00+00:00,10934430.0,-0.9183906970916635,webinar,B2C,promotion,0.66,892351.21,625.0,-10042078.79,Muy Alto,Muy Alto,Pérdida
Self-enabling incremental success,2023-07-14 00:00:00+00:00,2024-05-09 00:00:00+00:00,17049140.0,-0.9664610126962415,podcast,B2B,Referral,0.49,571810.89,300.0,-16477329.11,Muy Alto,Muy Alto,Pérdida
Cloned contextually-based contingency,2023-03-30 00:00:00+00:00,2024-06-19 00:00:00+00:00,85238230.0,-0.9930105844525398,social media,B2C,paid,0.92,595765.41,447.0,-84642464.59,Muy Alto,Muy Alto,Pérdida
Self-enabling intermediate time-frame,2022-11-13 00:00:00+00:00,2023-11-27 00:00:00+00:00,55709150.0,-0.987763402241822,social media,B2B,promotion,0.73,681690.46,379.0,-55027459.54,Muy Alto,Muy Alto,Pérdida
Organic 3rdgeneration conglomeration,2023-03-31 00:00:00+00:00,2023-10-26 00:00:00+00:00,39804320.0,-0.9868734788083303,webinar,B2C,Referral,0.52,522492.25,209.0,-39281827.75,Muy Alto,Muy Alto,Pérdida
Managed bandwidth-monitored time-frame,2023-02-21 00:00:00+00:00,2023-10-17 00:00:00+00:00,9219690.0,-0.9567645690907178,email,B2B,promotion,0.87,398617.27,238.0,-8821072.73,Muy Alto,Muy Alto,Pérdida
Extended executive budgetary management,2023-06-25 00:00:00+00:00,2023-09-13 00:00:00+00:00,73821980.0,-0.9976557373562724,email,B2C,promotion,0.35,173058.11,80.0,-73648921.89,Muy Alto,Alto,Pérdida
Fully-configurable human-resource encryption,2022-11-05 00:00:00+00:00,2023-08-13 00:00:00+00:00,57144480.0,-0.9909669782628173,webinar,B2C,Referral,0.9,516187.33,281.0,-56628292.67,Muy Alto,Muy Alto,Pérdida
Organic directional utilization,2022-08-11 00:00:00+00:00,2024-01-31 00:00:00+00:00,24300830.0,-0.9685364520471113,podcast,B2B,Referral,0.64,764590.33,538.0,-23536239.67,Muy Alto,Muy Alto,Pérdida
Enhanced empowering conglomeration,2022-11-26 00:00:00+00:00,2023-08-08 00:00:00+00:00,94697820.0,-0.9963262106772891,podcast,B2C,paid,0.78,347899.84,255.0,-94349920.16,Muy Alto,Muy Alto,Pérdida
Open-architected asymmetric extranet,2023-06-14 00:00:00+00:00,2024-04-07 00:00:00+00:00,97456140.0,-0.9973706647934137,social media,B2B,organic,0.63,256244.86,298.0,-97199895.14,Muy Alto,Muy Alto,Pérdida
Multi-lateral 6thgeneration benchmark,2022-09-02 00:00:00+00:00,2024-04-22 00:00:00+00:00,8766560.0,-0.9988299401361537,podcast,B2B,promotion,0.56,10257.4,598.0,-8756302.6,Muy Alto,Bajo,Pérdida
Fully-configurable asymmetric moderator,2023-03-16 00:00:00+00:00,2023-12-29 00:00:00+00:00,8665220.0,-0.9698453657264329,social media,B2C,promotion,0.56,261296.54,288.0,-8403923.46,Muy Alto,Muy Alto,Pérdida
Balanced mission-critical budgetary management,2022-11-27 00:00:00+00:00,2023-08-22 00:00:00+00:00,69094640.0,-0.9897343678178221,email,B2B,Referral,0.49,709300.16,268.0,-68385339.84,Muy Alto,Muy Alto,Pérdida
Robust contextually-based knowledgebase,2022-08-21 00:00:00+00:00,2024-07-09 00:00:00+00:00,97758670.0,-0.9936120293985178,podcast,B2C,Referral,0.82,624479.51,688.0,-97134190.49,Muy Alto,Muy Alto,Pérdida
Extended solution-oriented capacity,2022-12-04 00:00:00+00:00,2024-04-16 00:00:00+00:00,8383420.0,-0.8930849009115612,webinar,B2B,organic,0.31,896314.18,499.0,-7487105.82,Muy Alto,Muy Alto,Pérdida
Persistent upward-trending Graphical User Interface,2023-06-01 00:00:00+00:00,2024-07-03 00:00:00+00:00,14858380.0,-0.9786016638422224,email,B2B,promotion,0.57,317944.61,398.0,-14540435.39,Muy Alto,Muy Alto,Pérdida
Multi-tiered disintermediate parallelism,2023-05-11 00:00:00+00:00,2024-05-15 00:00:00+00:00,5719850.0,-0.8394532898589999,email,B2C,Referral,0.38,918303.1,370.0,-4801546.9,Muy Alto,Muy Alto,Pérdida
Intuitive well-modulated support,2022-08-14 00:00:00+00:00,2024-07-30 00:00:00+00:00,94357670.0,-0.9895274914058391,email,B2C,organic,0.14,988161.51,716.0,-93369508.49,Muy Alto,Muy Alto,Pérdida
Function-based zero-defect capability,2023-04-06 00:00:00+00:00,2024-03-11 00:00:00+00:00,19142150.0,-0.9687796224562027,podcast,B2C,Referral,0.18,597625.15,340.0,-18544524.85,Muy Alto,Muy Alto,Pérdida
Integrated national architecture,2023-07-14 00:00:00+00:00,2024-07-31 00:00:00+00:00,3203970.0,-0.8957439426711236,social media,B2B,Referral,0.97,334033.28,383.0,-2869936.7199999997,Muy Alto,Muy Alto,Pérdida
Horizontal tangible focus group,2023-07-18 00:00:00+00:00,2024-05-07 00:00:00+00:00,82834560.0,-0.9928442979596921,email,B2C,paid,0.18,592739.43,294.0,-82241820.57,Muy Alto,Muy Alto,Pérdida
Reduced needs-based approach,2023-03-10 00:00:00+00:00,2024-06-22 00:00:00+00:00,86489510.0,-0.9905703376051038,webinar,B2C,paid,0.76,815566.88,470.0,-85673943.12,Muy Alto,Muy Alto,Pérdida
Robust human-resource instruction set,2022-09-20 00:00:00+00:00,2023-12-25 00:00:00+00:00,6737590.0,-0.9237536819545268,webinar,B2B,Referral,0.77,513716.43,461.0,-6223873.57,Muy Alto,Muy Alto,Pérdida
Grass-roots asynchronous knowledgebase,2023-05-10 00:00:00+00:00,2023-12-09 00:00:00+00:00,17355980.0,-0.9994413487455044,social media,B2B,Referral,0.48,9695.94,213.0,-17346284.06,Muy Alto,Muy Bajo,Pérdida
Synergized 24/7 interface,2022-11-09 00:00:00+00:00,2023-08-02 00:00:00+00:00,22675220.0,-0.9822307827663855,webinar,B2B,Referral,0.78,402920.91,266.0,-22272299.09,Muy Alto,Muy Alto,Pérdida
Re-contextualized uniform interface,2022-12-28 00:00:00+00:00,2023-10-02 00:00:00+00:00,68727530.0,-0.9961231013248985,webinar,B2B,Referral,0.12,266449.67,278.0,-68461080.33,Muy Alto,Muy Alto,Pérdida
Automated executive moderator,2022-09-03 00:00:00+00:00,2024-01-06 00:00:00+00:00,65864610.0,-0.9848276954801676,social media,B2B,promotion,0.19,999317.92,490.0,-64865292.08,Muy Alto,Muy Alto,Pérdida
Front-line national Graphic Interface,2022-12-08 00:00:00+00:00,2024-04-29 00:00:00+00:00,20823670.0,-0.968862134772593,email,B2C,paid,0.38,648404.63,508.0,-20175265.37,Muy Alto,Muy Alto,Pérdida
Function-based 3rdgeneration Graphical User Interface,2023-03-23 00:00:00+00:00,2023-11-07 00:00:00+00:00,22088950.0,-0.9686191602588624,podcast,B2C,organic,0.71,693169.8,229.0,-21395780.2,Muy Alto,Muy Alto,Pérdida
Customizable bi-directional functionalities,2023-01-11 00:00:00+00:00,2023-08-15 00:00:00+00:00,3980470.0,-0.7702740882358113,email,B2C,promotion,0.96,914417.1,216.0,-3066052.9,Muy Alto,Muy Alto,Pérdida
Innovative uniform adapter,2023-03-10 00:00:00+00:00,2024-03-28 00:00:00+00:00,54266940.0,-0.9894250665322202,email,B2C,organic,0.64,573869.28,384.0,-53693070.72,Muy Alto,Muy Alto,Pérdida
Switchable neutral algorithm,2023-05-01 00:00:00+00:00,2023-12-12 00:00:00+00:00,59805350.0,-0.98370480567374,podcast,B2C,paid,0.64,974539.8,225.0,-58830810.2,Muy Alto,Muy Alto,Pérdida
Operative 5thgeneration superstructure,2023-07-02 00:00:00+00:00,2023-10-21 00:00:00+00:00,59767180.0,-0.9859066681747407,podcast,B2C,organic,0.59,842318.7,111.0,-58924861.3,Muy Alto,Muy Alto,Pérdida
Triple-buffered didactic monitoring,2022-12-28 00:00:00+00:00,2023-11-22 00:00:00+00:00,3508290.0,-0.9448205193983393,podcast,B2B,promotion,0.5,193585.62,329.0,-3314704.38,Muy Alto,Alto,Pérdida
Realigned scalable moderator,2023-04-07 00:00:00+00:00,2023-10-03 00:00:00+00:00,5578060.0,-0.8213396324170052,email,B2B,Referral,0.19,996578.25,179.0,-4581481.75,Muy Alto,Muy Alto,Pérdida
Multi-lateral responsive info-mediaries,2023-05-13 00:00:00+00:00,2023-09-24 00:00:00+00:00,34344650.0,-0.9933479622008087,webinar,B2C,Referral,0.91,228461.91,134.0,-34116188.09,Muy Alto,Muy Alto,Pérdida
Grass-roots directional help-desk,2023-03-22 00:00:00+00:00,2023-08-19 00:00:00+00:00,62805970.0,-0.9949229371029538,social media,B2C,Referral,0.62,318869.86,150.0,-62487100.14,Muy Alto,Muy Alto,Pérdida
Reduced didactic leverage,2022-08-06 00:00:00+00:00,2023-11-03 00:00:00+00:00,12895480.0,-0.9519845263611746,social media,B2B,Referral,0.9,619182.58,454.0,-12276297.42,Muy Alto,Muy Alto,Pérdida
Total methodical array,2022-12-31 00:00:00+00:00,2024-06-26 00:00:00+00:00,20586890.0,-0.9823059024456826,podcast,B2B,Referral,0.82,364266.44,543.0,-20222623.56,Muy Alto,Muy Alto,Pérdida
Balanced optimizing challenge,2023-05-28 00:00:00+00:00,2024-04-14 00:00:00+00:00,45083570.0,-0.9834973492560595,webinar,B2C,organic,0.69,743998.41,322.0,-44339571.59,Muy Alto,Muy Alto,Pérdida
Persevering disintermediate parallelism,2022-09-15 00:00:00+00:00,2023-11-30 00:00:00+00:00,19393550.0,-0.9735226180869413,email,B2C,promotion,0.71,513490.43,441.0,-18880059.57,Muy Alto,Muy Alto,Pérdida
Horizontal system-worthy neural-net,2023-06-09 00:00:00+00:00,2023-09-20 00:00:00+00:00,7784820.0,-0.9031472211303536,webinar,B2C,paid,0.74,753981.45,103.0,-7030838.55,Muy Alto,Muy Alto,Pérdida
Grass-roots multi-tasking throughput,2023-05-21 00:00:00+00:00,2024-07-11 00:00:00+00:00,13087550.0,-0.9775832168740521,podcast,B2C,organic,0.21,293380.77,417.0,-12794169.23,Muy Alto,Muy Alto,Pérdida
Intuitive didactic interface,2022-09-06 00:00:00+00:00,2024-07-17 00:00:00+00:00,41350290.0,-0.9769486750878894,email,B2C,paid,0.18,953178.97,680.0,-40397111.03,Muy Alto,Muy Alto,Pérdida
Enterprise-wide non-volatile hardware,2023-03-06 00:00:00+00:00,2023-09-09 00:00:00+00:00,82065390.0,-0.9993548559264752,webinar,B2C,Referral,0.24,52944.0,187.0,-82012446.0,Muy Alto,Medio,Pérdida
Reduced actuating toolset,2023-06-23 00:00:00+00:00,2024-02-20 00:00:00+00:00,14225390.0,-0.9848410813341497,webinar,B2C,paid,0.51,215641.53,242.0,-14009748.47,Muy Alto,Muy Alto,Pérdida
Front-line value-added alliance,2023-01-16 00:00:00+00:00,2023-12-05 00:00:00+00:00,28165810.0,-0.9904427445899834,social media,B2B,promotion,0.3,269187.84,323.0,-27896622.16,Muy Alto,Muy Alto,Pérdida
Organic regional open architecture,2022-09-04 00:00:00+00:00,2024-02-25 00:00:00+00:00,21006570.0,-0.9688733677130535,social media,B2B,paid,0.59,653863.78,539.0,-20352706.22,Muy Alto,Muy Alto,Pérdida
